,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
100,3,2.53,0.156,0.147,2.79,3.333,0.6666666666666666,[27  8  2],0.718771370031374,122.05,0.23260000000000003
101,4,2.935,0.325,0.112,3.008,4.75,0.25,[19  6  9  3],1.1848164131425758,126.17,0.4841
102,4,2.528,0.314,0.13,2.062,4.75,0.75,[ 3 27  5  2],0.8618120701736405,94.35,0.41080000000000005
103,3,3.076,0.122,0.176,2.523,2.333,1.0,[31  3  3],0.5556401539672464,146.64,0.2184
104,4,3.049,0.354,0.099,2.872,4.5,0.25,[ 5 20 10  2],1.1143238498250172,117.78,0.5401
105,3,3.146,0.19,0.21,2.762,3.667,0.6666666666666666,[25 10  2],0.7762141041911064,132.08,0.2526
106,3,2.347,0.031,0.256,2.981,0.667,1.0,[33  2  2],0.417476338302775,147.06,-0.04150000000000001
107,4,2.628,0.391,0.076,2.135,6.0,0.75,[ 2 23  8  4],1.0248808557412898,117.96,0.5626
108,3,3.351,0.276,0.037,2.103,6.0,0.3333333333333333,[24  7  6],0.8907768373170293,166.06,0.5667
109,4,3.375,0.478,0.114,2.622,6.25,0.25,[20  6  3  8],1.162361926539058,129.93,0.6787
110,4,2.658,0.327,0.152,3.476,4.5,0.5,[ 7 21  7  2],1.1091879764256796,92.78,0.4104
111,3,3.513,0.386,0.072,2.084,7.0,0.6666666666666666,[ 4 24  9],0.8651478972697317,156.85,0.6509
112,3,2.515,0.317,0.091,2.507,5.333,0.6666666666666666,[27  8  2],0.718771370031374,114.43,0.45930000000000004
113,3,3.312,0.343,0.185,2.634,5.667,0.6666666666666666,[13 22  2],0.8343349401576617,146.06,0.45220000000000005
114,3,1.986,0.0,0.016,1.0,0.0,1.0,[35  1  1],0.24775082745153582,131.57,0.1794
115,4,2.76,0.184,0.155,3.767,2.5,0.75,[10 22  3  2],1.0241363955915859,123.09,0.27399999999999997
116,3,2.94,0.142,0.156,2.26,3.0,1.0,[ 4 30  3],0.6142439731753446,140.41,0.24879999999999997
117,3,3.266,0.251,0.13,2.247,4.333,0.6666666666666666,[ 6 29  2],0.6436630411281172,138.62,0.4216
118,3,3.287,0.368,0.062,2.128,6.667,0.3333333333333333,[25  5  7],0.850365041637124,147.24,0.6223
119,3,3.139,0.134,0.241,2.843,2.667,0.6666666666666666,[ 5 30  2],0.598231280937331,152.49,0.1587
120,3,2.948,0.227,0.139,2.159,4.667,0.6666666666666666,[29  6  2],0.6436630411281172,158.79,0.355
