,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,4,1.409,0.365,0.161,2.635,4.5,0.75,[17  4  4  3],1.098246702892378,65.76,0.30787
1,5,1.386,0.526,0.07,2.458,5.2,0.6,[12  6  5  4  1],1.397854380908261,59.95,0.5785
2,4,1.732,0.589,0.025,1.603,7.5,0.5,[12 11  2  3],1.1579952592694074,65.24,0.7314499999999999
3,4,0.983,0.144,0.087,1.462,1.75,1.0,[22  4  1  1],0.7054862452336856,65.25,0.13529
4,4,2.284,0.491,0.042,1.775,6.5,0.5,[17  7  3  1],1.0078532688056612,74.62,0.66774
5,4,2.117,0.537,0.111,2.817,5.5,0.5,[11  5  5  7],1.3288974327284084,59.96,0.61217
6,5,2.51,0.656,0.066,2.657,6.4,0.6,[5 6 9 4 4],1.5585215650850635,56.63,0.82582
7,3,1.901,0.181,0.112,2.154,4.667,0.3333333333333333,[16  4  8],0.9556998911125343,66.7,0.23334
8,3,1.943,0.571,0.077,2.023,7.667,0.3333333333333333,[11 12  5],1.037814604446326,72.83,0.6705899999999999
9,4,1.804,0.521,0.119,2.596,6.25,0.5,[ 9 11  5  3],1.2788153807115294,61.04,0.55503
10,4,1.715,0.279,0.097,2.223,4.0,0.5,[12  9  5  2],1.2240836202904763,65.98,0.33119000000000004
11,3,1.943,0.484,0.076,2.1,7.0,0.0,[16  6  6],0.9799711820833054,70.7,0.58482
12,5,1.92,0.685,0.056,1.982,6.4,0.4,[6 9 8 4 1],1.449837089128327,59.52,0.80812
13,4,1.643,0.178,0.047,1.353,2.75,1.0,[22  4  1  1],0.7054862452336856,74.25,0.28449
14,4,2.009,0.409,0.077,2.319,4.5,0.25,[ 9 10  8  1],1.209475779482164,74.0,0.5151899999999999
15,5,1.938,0.532,0.084,2.475,5.4,0.4,[7 9 4 6 2],1.5079751937330272,65.77,0.62248
16,3,2.286,0.134,0.064,1.533,2.333,1.0,[21  5  2],0.7119025417651226,80.55,0.28388
17,4,2.423,0.417,0.041,1.717,5.75,0.75,[16  5  5  2],1.1235583301288685,65.03,0.60887
18,3,1.943,0.318,0.087,2.073,6.667,0.3333333333333333,[ 8 16  4],0.9556998911125343,75.99,0.40529000000000004
19,3,1.943,0.33,0.075,2.078,5.0,0.6666666666666666,[19  5  4],0.8487506669319027,84.03,0.43205000000000005
20,3,1.943,0.506,0.063,2.167,8.0,0.0,[ 8 14  6],1.0346012329101812,74.33,0.62281
21,3,1.407,0.179,0.105,1.654,2.0,1.0,[21  5  2],0.7119025417651226,68.77,0.19055
22,5,1.353,0.555,0.078,2.081,4.4,0.6,[ 6 16  4  1  1],1.1658775881864756,58.79,0.59436
23,5,1.811,0.246,0.11,2.587,3.6,0.8,[14  5  3  5  1],1.32016813142667,61.77,0.29179999999999995
24,3,1.943,0.591,0.055,2.113,7.667,0.0,[ 8 14  6],1.0346012329101812,75.57,0.71765
25,4,1.409,0.21,0.148,1.901,3.75,0.5,[17  8  2  1],0.9684025979068378,63.34,0.16886
26,3,2.887,0.544,0.016,2.1,8.667,0.3333333333333333,[ 9  4 15],0.9771705224238221,82.61,0.8130200000000001
27,4,1.691,0.431,0.027,1.487,4.75,0.5,[18  8  1  1],0.8799822253334306,65.93,0.56689
28,5,2.26,0.567,0.142,3.238,5.4,0.8,[14  4  4  3  3],1.3811748231901535,60.65,0.6183399999999999
29,4,1.409,0.338,0.125,2.215,4.0,0.5,[15  8  4  1],1.0892951246590825,65.84,0.32515000000000005
30,3,1.943,0.273,0.045,1.644,5.0,0.3333333333333333,[13 14  1],0.8218065008318611,85.56,0.41195000000000004
31,5,1.314,0.295,0.083,2.142,3.2,0.6,[14  7  5  1  1],1.2387986808833713,63.62,0.32431
32,5,1.63,0.543,0.061,2.03,5.0,0.6,[12  7  5  3  1],1.37565889342456,61.68,0.63097
33,4,2.038,0.522,-0.009,1.913,7.25,0.5,[ 1 15  7  5],1.1075861665291022,75.72,0.73687
34,5,1.938,0.634,0.058,1.878,6.6,0.6,[ 9 11  2  3  3],1.398996035534611,60.35,0.75646
35,5,2.447,0.651,0.054,2.235,6.2,0.4,[ 7  6 11  3  1],1.4020397699772778,69.98,0.82928
36,4,1.811,0.393,0.107,2.743,5.0,0.5,[12  7  5  4],1.2953253013361588,69.09,0.44249
37,5,1.881,0.621,0.101,2.291,5.8,0.4,[ 6 12  3  6  1],1.3816391425253114,58.4,0.68487
38,5,1.881,0.561,0.082,2.589,5.6,0.4,[ 6 10  6  5  1],1.4545561486449319,54.84,0.64824
39,3,1.878,0.314,0.114,2.221,4.333,0.3333333333333333,[17  6  5],0.9406911806575431,78.15,0.36158
40,3,1.878,0.326,0.115,2.356,5.0,0.0,[14  8  6],1.0346012329101812,71.82,0.37235
41,5,1.06,0.353,0.096,2.125,3.4,0.8,[16  4  4  3  1],1.2340755347894912,62.04,0.34092
42,5,1.485,0.365,0.127,2.703,3.6,0.8,[14  5  4  4  1],1.3291921149700878,67.21,0.35729
43,4,1.865,0.409,-0.008,1.02,5.0,1.0,[20  4  3  1],0.8766452322622142,72.38,0.60534
44,4,0.983,0.154,0.084,1.449,2.0,1.0,[22  4  1  1],0.7054862452336856,63.4,0.14898
45,3,1.878,0.36,0.116,2.227,5.667,0.0,[16  6  6],0.9799711820833054,61.98,0.40512
