,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,3,3.375,0.418,0.15,2.02,7.667,0.3333333333333333,[ 7 15  4],0.9585849416984087,30.28,0.643
1,3,2.401,0.258,0.118,1.878,5.0,0.3333333333333333,[16  6  4],0.9251290835720823,32.52,0.40959999999999996
2,2,3.379,0.123,0.123,1.703,4.0,0.0,[ 7 19],0.5824922438849605,46.4,0.36865
3,3,2.36,0.225,0.226,2.275,5.0,0.3333333333333333,[11 13  2],0.9078086915252533,38.58,0.2915
4,2,3.111,0.124,0.13,1.304,2.5,1.0,[22  4],0.4293230219306162,42.41,0.3376
5,2,3.391,0.162,0.071,1.488,5.5,0.0,[ 6 20],0.5402041423888608,43.84,0.44785
6,2,3.726,0.205,0.171,1.659,4.5,1.0,[22  4],0.4293230219306162,40.82,0.44934999999999997
7,3,3.391,0.456,0.137,2.035,8.333,0.3333333333333333,[10 12  4],1.0123308391031736,37.44,0.69235
8,3,3.386,0.412,0.09,1.835,7.667,0.0,[15  6  5],0.9727696382494828,38.62,0.6831
9,3,2.484,0.209,0.101,1.891,4.333,0.3333333333333333,[ 5 18  3],0.8207996891635668,39.04,0.38165
10,2,3.605,0.243,0.126,1.611,6.5,0.0,[20  6],0.5402041423888608,49.65,0.509
11,3,2.253,0.243,0.108,1.912,4.667,0.3333333333333333,[ 7 17  2],0.8283929898113759,34.75,0.3873
12,2,3.535,0.488,-0.048,1.211,13.0,0.0,[16 10],0.666278442414676,51.72,0.8775000000000001
13,3,3.283,0.316,0.141,2.293,6.667,0.0,[ 6 13  7],1.0382400185693474,34.05,0.53855
14,3,3.514,0.499,0.092,2.094,9.0,0.0,[13  5  8],1.0262864017672833,32.62,0.7814
15,2,3.341,0.322,0.037,1.456,8.5,0.0,[15 11],0.6812657296632041,38.43,0.62835
16,3,3.459,0.373,0.141,1.992,6.667,0.3333333333333333,[ 6 16  4],0.9251290835720823,40.04,0.61315
17,3,3.339,0.389,0.147,2.227,6.667,0.0,[ 8  5 13],1.0262864017672835,31.28,0.61265
18,3,3.482,0.293,0.142,1.931,5.667,0.3333333333333333,[ 6 17  3],0.8653649791626999,34.89,0.5347
19,3,3.379,0.361,0.137,2.283,7.0,0.0,[ 9  6 11],1.0695416913993134,31.59,0.59615
20,3,2.484,0.336,0.018,1.594,5.667,0.3333333333333333,[10 15  1],0.8101502323878819,38.73,0.5709
21,3,2.946,0.313,0.183,1.986,5.0,0.6666666666666666,[18  4  4],0.8305178252872478,38.55,0.47035000000000005
22,2,3.379,0.191,0.103,1.626,6.0,0.0,[ 7 19],0.5824922438849605,42.64,0.45165
23,3,2.17,0.19,0.054,1.523,4.0,0.3333333333333333,[19  6  1],0.6929081757318398,37.11,0.3665
24,3,2.484,0.227,0.298,2.299,3.667,0.6666666666666666,[20  4  2],0.6870920273799715,39.45,0.2519
25,2,3.402,0.228,0.062,1.504,8.0,0.0,[13 13],0.6931471805599453,53.81,0.5217
26,3,2.261,0.315,0.212,2.083,5.667,0.3333333333333333,[ 7 17  2],0.8283929898113759,38.94,0.3821
27,2,3.391,0.168,0.102,1.655,5.5,0.0,[ 8 18],0.6172417697303416,48.66,0.43060000000000004
28,2,1.869,0.022,0.265,1.648,1.0,1.0,[24  2],0.2711893730418441,42.52,0.010149999999999992
29,2,3.586,0.3,0.055,1.579,8.0,0.0,[10 16],0.666278442414676,47.17,0.61735
30,2,3.379,0.162,0.104,1.642,5.0,0.0,[ 7 19],0.5824922438849605,41.02,0.4219
31,3,2.484,0.386,0.164,2.031,6.667,0.3333333333333333,[16  7  3],0.9012262508973273,33.59,0.5114000000000001
32,2,3.726,0.253,0.169,1.48,5.5,1.0,[23  3],0.3576271598532216,49.48,0.49885
33,3,3.641,0.403,0.168,2.249,6.667,0.3333333333333333,[16  4  6],0.9251290835720822,36.83,0.6411
34,2,3.605,0.284,0.074,1.533,8.5,0.0,[15 11],0.6812657296632041,47.18,0.589
35,3,2.244,0.246,0.185,1.96,4.333,0.3333333333333333,[ 6 17  3],0.8653649791626999,36.32,0.33165
36,3,3.283,0.371,0.146,2.208,7.0,0.0,[ 8 13  5],1.0262864017672835,33.39,0.5898
37,2,3.223,0.251,0.068,1.465,6.0,0.0,[19  7],0.5824922438849605,45.44,0.5223
38,3,2.85,0.268,0.281,2.041,4.333,0.6666666666666666,[20  2  4],0.6870920273799715,39.13,0.34225000000000005
39,2,3.379,0.197,0.067,1.6,6.5,0.0,[ 8 18],0.6172417697303416,42.52,0.48464999999999997
40,2,3.726,0.205,0.171,1.659,4.5,1.0,[22  4],0.4293230219306162,46.11,0.44934999999999997
41,3,2.492,0.357,0.159,1.958,6.667,0.3333333333333333,[ 9 14  3],0.9497249735351773,33.98,0.48695
42,2,3.662,0.464,-0.002,1.382,13.0,0.0,[17  9],0.6450331516760341,48.7,0.8317
43,3,3.482,0.294,0.151,2.035,5.333,0.3333333333333333,[ 7  3 16],0.9012262508973272,36.01,0.52895
44,2,3.726,0.234,0.184,1.536,5.0,1.0,[23  3],0.3576271598532216,48.98,0.4686
45,2,3.379,0.143,0.087,1.62,5.0,0.0,[ 7 19],0.5824922438849605,50.15,0.41564999999999996
46,2,1.869,0.022,0.265,1.648,1.0,1.0,[24  2],0.2711893730418441,44.84,0.010149999999999992
47,2,3.726,0.205,0.171,1.659,4.5,1.0,[22  4],0.4293230219306162,42.76,0.44934999999999997
48,3,3.283,0.383,0.157,2.236,6.667,0.0,[ 7 14  5],1.0036594910918162,34.29,0.59355
49,2,3.605,0.243,0.126,1.611,6.5,0.0,[20  6],0.5402041423888608,48.93,0.509
50,3,3.328,0.374,0.131,2.078,7.333,0.3333333333333333,[14  4  8],0.9839614460010255,30.26,0.6085499999999999
51,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,45.43,0.39215
52,2,3.605,0.243,0.126,1.611,6.5,0.0,[20  6],0.5402041423888608,45.3,0.509
53,3,2.77,0.306,0.248,1.985,5.667,0.3333333333333333,[18  2  6],0.7902679680745903,28.41,0.397
54,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,41.65,0.39215
55,3,3.344,0.41,0.107,2.078,8.0,0.0,[15  5  6],0.9727696382494826,36.22,0.66415
56,2,3.569,0.342,0.064,1.572,9.5,0.0,[ 8 18],0.6172417697303416,37.33,0.6509
57,3,3.283,0.459,0.117,2.083,8.0,0.0,[ 7 11  8],1.0798753311904068,34.54,0.69955
58,2,3.605,0.264,0.086,1.678,7.5,0.0,[18  8],0.6172417697303416,45.94,0.56
59,3,3.386,0.384,0.153,2.158,7.0,0.0,[ 7 14  5],1.0036594910918162,28.95,0.60785
60,3,3.283,0.339,0.148,2.283,6.667,0.0,[ 8  6 12],1.0579054247036734,33.62,0.5563
61,2,3.379,0.268,0.072,1.623,7.0,0.0,[10 16],0.666278442414676,47.22,0.5519000000000001
62,2,3.523,0.187,0.086,1.653,5.5,0.0,[ 9 17],0.6450331516760341,47.57,0.4748
63,3,3.491,0.409,0.099,2.097,7.667,0.0,[ 9 12  5],1.0411315166502328,38.48,0.6838500000000001
64,3,1.612,0.132,0.273,1.858,2.333,1.0,[21  2  3],0.6189772142016319,33.19,0.08845
65,2,3.379,0.12,0.101,1.632,4.5,0.0,[ 6 20],0.5402041423888608,41.64,0.38215
66,3,2.619,0.161,0.194,2.042,3.667,0.3333333333333333,[ 6  2 18],0.7902679680745903,37.98,0.2774
67,2,3.391,0.168,0.102,1.655,5.5,0.0,[ 8 18],0.6172417697303416,44.79,0.43060000000000004
68,3,3.283,0.316,0.141,2.293,6.667,0.0,[ 6 13  7],1.0382400185693474,28.67,0.53855
69,3,3.283,0.347,0.164,2.292,6.333,0.0,[ 8  5 13],1.0262864017672835,32.78,0.5523
70,3,2.85,0.456,0.181,1.785,7.333,0.3333333333333333,[15  2  9],0.88186313134152,34.26,0.6052500000000001
71,2,3.605,0.25,0.112,1.686,7.0,0.0,[19  7],0.5824922438849605,43.56,0.5265
72,2,1.869,0.022,0.265,1.648,1.0,1.0,[24  2],0.2711893730418441,41.34,0.010149999999999992
73,2,3.605,0.266,0.054,1.636,8.5,0.0,[17  9],0.6450331516760341,51.44,0.586
