,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,2,1.869,0.069,0.183,1.471,1.5,1.0,[23  3],0.3576271598532216,41.79,0.11865000000000003
1,2,3.689,0.293,0.059,1.502,8.0,0.0,[20  6],0.5402041423888608,52.92,0.61765
2,2,2.562,0.123,0.082,1.434,3.0,1.0,[23  3],0.3576271598532216,44.59,0.3177
3,2,3.726,0.342,0.039,1.449,10.0,0.0,[14 12],0.6901856760188042,43.33,0.68535
4,2,1.869,0.069,0.183,1.471,1.5,1.0,[23  3],0.3576271598532216,50.04,0.11865000000000003
5,3,2.484,0.31,0.251,2.131,5.0,0.3333333333333333,[19  5  2],0.7435648254271451,36.02,0.37015
6,3,2.904,0.413,0.113,1.938,7.667,0.0,[12  5  9],1.0411315166502328,35.77,0.6186499999999999
7,2,3.379,0.162,0.104,1.642,5.0,0.0,[ 7 19],0.5824922438849605,43.44,0.4219
8,2,3.414,0.238,0.069,1.697,7.5,0.0,[15 11],0.6812657296632041,50.12,0.52765
9,3,3.283,0.319,0.169,2.227,6.333,0.0,[ 5 15  6],0.9727696382494826,37.56,0.52055
10,2,2.562,0.123,0.082,1.434,3.0,1.0,[23  3],0.3576271598532216,44.72,0.3177
11,3,3.594,0.399,0.165,2.054,6.667,0.3333333333333333,[ 8 15  3],0.9291687604839372,36.11,0.6346499999999999
12,2,3.535,0.254,0.076,1.617,7.0,0.0,[ 9 17],0.6450331516760341,43.9,0.5505
13,2,3.726,0.275,0.109,1.545,6.5,0.5,[21  5],0.4895518936229288,51.45,0.56585
14,2,3.605,0.243,0.126,1.611,6.5,0.0,[20  6],0.5402041423888608,39.62,0.509
15,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,47.35,0.39215
16,3,2.946,0.321,0.126,2.08,5.0,0.3333333333333333,[18  3  5],0.8207996891635669,42.34,0.5211
17,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,43.77,0.39215
18,2,3.379,0.156,0.114,1.642,5.0,0.0,[ 7 19],0.5824922438849605,48.38,0.4084
19,2,3.151,0.101,0.137,1.699,3.5,1.0,[22  4],0.4293230219306162,51.67,0.31335
20,2,3.569,0.331,0.023,1.461,9.0,0.0,[19  7],0.5824922438849605,52.49,0.67065
21,2,3.535,0.329,0.051,1.592,8.5,0.0,[11 15],0.6812657296632041,54.6,0.64425
22,2,3.605,0.243,0.126,1.611,6.5,0.0,[20  6],0.5402041423888608,45.38,0.509
23,2,3.605,0.298,0.085,1.554,8.0,0.0,[19  7],0.5824922438849605,44.89,0.59475
