,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,3,3.423,0.471,0.087,1.9,9.0,0.3333333333333333,[15  6  5],0.9727696382494828,102.82,0.66801
1,3,3.275,0.514,0.131,1.65,9.0,0.3333333333333333,[ 2 18  6],0.7902679680745903,120.41,0.62273
2,3,3.423,0.394,0.104,2.178,8.0,0.0,[12  6  8],1.0579054247036734,105.95,0.56262
3,2,3.414,0.241,0.072,1.854,6.5,1.0,[21  5],0.4895518936229288,119.82,0.46216
4,2,3.379,0.123,0.123,1.703,4.0,0.0,[ 7 19],0.5824922438849605,130.17,0.25549
5,4,3.139,0.476,0.163,2.831,6.25,0.5,[7 5 5 9],1.3546053317232447,110.55,0.51769
6,3,3.299,0.39,0.13,2.252,7.333,0.0,[12  6  8],1.0579054247036734,115.46,0.5028
7,4,2.803,0.606,0.095,1.456,8.5,0.5,[ 3 13  4  6],1.2220998929117821,108.04,0.72765
8,2,3.414,0.306,0.056,1.567,9.5,0.5,[20  6],0.5402041423888608,107.67,0.55388
9,2,3.379,0.162,0.104,1.642,5.0,0.0,[ 7 19],0.5824922438849605,113.79,0.32622
10,3,3.283,0.324,0.171,2.322,6.0,0.3333333333333333,[ 8  5 13],1.0262864017672835,107.69,0.36673
11,4,2.886,0.45,0.206,2.357,6.25,0.5,[ 4 14  2  6],1.1569876443452742,98.27,0.39458000000000004
12,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,114.3,0.28819
13,2,3.414,0.238,0.069,1.697,7.5,0.0,[15 11],0.6812657296632041,120.21,0.46417
14,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,127.18,0.28819
15,4,3.084,0.449,0.144,2.678,6.25,0.25,[7 8 7 4],1.3571945432256114,99.01,0.51692
16,2,3.414,0.334,0.063,1.644,8.5,0.0,[17  9],0.6450331516760341,115.66,0.5701900000000001
17,4,2.737,0.382,0.188,2.817,5.75,0.5,[ 7  2 12  5],1.2244913547855747,106.21,0.34174000000000004
18,2,3.414,0.285,0.071,1.675,7.5,0.0,[14 12],0.6901856760188042,122.51,0.50783
19,3,2.627,0.192,0.192,1.888,4.0,0.6666666666666666,[ 5 19  2],0.7435648254271451,106.64,0.13406
20,2,3.379,0.123,0.123,1.703,4.0,0.0,[ 7 19],0.5824922438849605,128.16,0.25549
21,4,2.809,0.442,0.165,2.185,5.5,0.5,[ 7  5 11  3],1.2834332506236321,93.62,0.44735
22,2,2.418,0.063,0.222,1.39,2.0,1.0,[24  2],0.2711893730418441,139.58,-0.06594
23,4,2.749,0.432,0.183,2.346,6.25,0.5,[11  2 10  3],1.1779107627196839,104.72,0.40129000000000004
24,2,3.59,0.368,0.058,1.529,9.0,0.0,[15 11],0.6812657296632041,121.07,0.6301399999999999
25,3,2.268,0.224,0.231,2.275,4.667,0.3333333333333333,[11 13  2],0.9078086915252533,111.51,0.06502999999999998
26,3,3.452,0.513,0.068,2.082,8.667,0.3333333333333333,[ 7 17  2],0.8283929898113759,116.41,0.74464
27,3,2.276,0.304,0.04,1.589,6.0,0.3333333333333333,[17  8  1],0.7657827233140068,107.14,0.4648
28,2,3.402,0.279,0.062,1.467,10.0,0.0,[16 10],0.666278442414676,119.95,0.51566
