,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,3,3.283,0.335,0.154,2.271,6.667,0.3333333333333333,[10  5 11],1.0484854421409806,22.27,0.40612000000000004
1,3,3.283,0.391,0.106,2.242,7.667,0.0,[ 7 11  8],1.0798753311904068,26.59,0.54228
2,2,3.379,0.15,0.11,1.719,5.0,0.0,[ 9 17],0.6450331516760341,56.11,0.30419999999999997
3,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,53.42,0.28819
4,2,3.605,0.213,0.15,1.64,5.5,1.0,[21  5],0.4895518936229288,56.68,0.32299999999999995
5,2,3.379,0.162,0.104,1.642,5.0,0.0,[ 7 19],0.5824922438849605,59.05,0.32622
6,3,2.403,0.309,0.227,2.219,6.0,0.3333333333333333,[16  8  2],0.8587409130062867,49.16,0.17021000000000003
7,3,3.283,0.333,0.113,2.467,6.667,0.3333333333333333,[ 9 12  5],1.0411315166502328,41.94,0.47259
8,4,2.462,0.351,0.192,2.905,5.25,0.5,[ 8  5 10  3],1.296388472961714,39.78,0.27656000000000003
9,4,3.391,0.491,0.165,2.564,7.5,0.75,[ 5 12  4  5],1.2789259085493063,37.48,0.55455
10,4,3.391,0.584,0.142,2.464,7.5,0.25,[8 8 4 6],1.3516811946858949,34.82,0.68596
11,4,2.749,0.351,0.234,2.63,5.25,0.5,[ 7  2  5 12],1.2244913547855747,38.33,0.23512
12,2,3.402,0.155,0.078,1.616,6.0,0.0,[10 16],0.666278442414676,51.73,0.36494000000000004
13,3,3.283,0.324,0.171,2.322,6.0,0.3333333333333333,[ 8  5 13],1.0262864017672835,43.09,0.36673
14,2,3.414,0.34,0.067,1.61,9.0,0.0,[18  8],0.6172417697303416,62.69,0.5695100000000001
15,2,1.869,0.022,0.265,1.648,1.0,1.0,[24  2],0.2711893730418441,62.92,-0.23364999999999997
16,2,3.379,0.123,0.123,1.703,4.0,0.0,[ 7 19],0.5824922438849605,50.63,0.25549
17,2,3.414,0.313,0.036,1.473,7.5,1.0,[22  4],0.4293230219306162,62.77,0.59428
18,4,2.737,0.376,0.223,2.616,5.5,0.25,[ 6  2  6 12],1.2309316230479221,44.33,0.27729000000000004
19,2,3.605,0.298,0.085,1.545,9.0,0.0,[19  7],0.5824922438849605,67.25,0.51655
20,2,3.414,0.285,0.071,1.675,7.5,0.0,[14 12],0.6901856760188042,55.97,0.50783
21,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,69.99,0.28819
22,3,2.268,0.288,0.214,2.161,5.333,0.3333333333333333,[10 14  2],0.8981370031878679,50.29,0.15741999999999998
23,4,1.982,0.378,0.148,1.987,5.25,0.5,[16  2  7  1],0.9746701933928827,42.82,0.32904
24,4,2.809,0.413,0.179,2.752,6.0,0.25,[6 3 8 9],1.3174447222200467,41.0,0.39497000000000004
25,4,2.462,0.329,0.137,2.33,4.75,0.5,[ 9  5 11  1],1.1735173549838456,42.34,0.34641
26,2,3.379,0.146,0.114,1.643,4.5,0.5,[ 6 20],0.5402041423888608,66.67,0.29352
27,4,2.737,0.409,0.221,2.443,6.5,0.5,[ 4 14  2  6],1.1569876443452742,41.76,0.31362999999999996
28,2,3.617,0.353,0.034,1.498,10.0,0.0,[ 7 19],0.5824922438849605,79.23,0.6579200000000001
29,4,3.158,0.417,0.152,2.285,6.75,0.25,[2 8 7 9],1.2804727328687227,40.59,0.47895999999999994
30,3,3.362,0.52,0.074,2.214,8.667,0.3333333333333333,[10 12  4],1.0123308391031736,41.72,0.73262
31,4,3.025,0.536,0.149,2.5,6.75,0.5,[10  3  2 11],1.1779107627196839,40.88,0.58967
32,2,3.605,0.213,0.15,1.64,5.5,1.0,[21  5],0.4895518936229288,72.97,0.32299999999999995
33,2,3.379,0.15,0.11,1.719,5.0,0.0,[ 9 17],0.6450331516760341,59.34,0.30419999999999997
34,4,2.462,0.318,0.12,2.362,5.0,0.25,[ 8  7 10  1],1.2087598339150845,46.68,0.3638
35,2,3.414,0.353,0.054,1.472,10.0,1.0,[21  5],0.4895518936229288,60.94,0.60422
36,3,3.283,0.324,0.169,2.337,6.0,0.3333333333333333,[ 9  5 12],1.0411315166502328,46.76,0.37007
37,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,60.64,0.28819
38,2,3.605,0.294,0.081,1.593,8.5,0.0,[18  8],0.6172417697303416,51.96,0.51923
39,2,3.605,0.298,0.085,1.545,9.0,0.0,[19  7],0.5824922438849605,68.39,0.51655
40,4,2.84,0.529,0.112,2.18,6.75,0.25,[9 7 3 7],1.3229580707597632,41.15,0.6259600000000001
41,3,2.276,0.419,0.085,1.734,7.333,0.6666666666666666,[19  4  3],0.7663521182273951,45.62,0.50465
42,4,3.223,0.539,0.145,2.468,8.0,0.75,[ 5 11  5  5],1.3150805115871136,35.42,0.6191500000000001
43,4,3.139,0.505,0.087,2.157,6.75,0.25,[11  7  2  6],1.2529015295346555,38.99,0.67361
44,4,3.155,0.559,0.123,2.309,7.5,0.5,[9 5 4 8],1.3349072866324543,36.16,0.6690900000000001
45,4,2.842,0.508,0.188,2.257,7.25,0.5,[13  2  7  4],1.185127903560458,41.69,0.47824000000000005
46,3,3.291,0.429,0.14,2.045,8.0,0.6666666666666666,[ 4 18  4],0.8305178252872478,44.2,0.5243
47,3,3.482,0.382,0.142,1.949,7.0,0.3333333333333333,[ 3 16  7],0.9012262508973273,44.17,0.49306000000000005
48,4,3.155,0.55,0.11,2.222,7.5,0.25,[7 7 4 8],1.3571945432256114,36.45,0.6818000000000001
49,3,3.317,0.449,0.077,1.937,7.667,0.3333333333333333,[ 6 16  4],0.9251290835720823,36.71,0.65211
50,2,3.569,0.335,0.042,1.636,9.5,0.0,[12 14],0.6901856760188042,51.36,0.62176
51,2,3.379,0.162,0.104,1.642,5.0,0.0,[ 7 19],0.5824922438849605,58.59,0.32622
52,2,3.379,0.15,0.11,1.719,5.0,0.0,[ 9 17],0.6450331516760341,60.04,0.30419999999999997
53,3,3.105,0.425,0.095,1.889,7.333,0.6666666666666666,[18  4  4],0.8305178252872478,51.9,0.57685
54,2,3.414,0.309,0.059,1.535,9.5,0.0,[19  7],0.5824922438849605,63.22,0.5518700000000001
55,2,3.605,0.298,0.085,1.545,9.0,0.0,[19  7],0.5824922438849605,58.73,0.51655
56,3,3.423,0.421,0.09,2.098,7.0,0.3333333333333333,[10 12  4],1.0123308391031736,50.39,0.613
57,3,2.401,0.372,0.028,1.205,7.333,1.0,[ 5 20  1],0.6441798059733927,41.28,0.56534
58,4,3.139,0.431,0.158,2.784,6.0,0.25,[9 6 5 6],1.3610455999855922,39.26,0.48103999999999997
59,2,3.726,0.248,0.077,1.629,7.0,0.0,[10 16],0.666278442414676,47.66,0.49201
60,4,3.004,0.428,0.134,2.199,6.25,0.25,[ 6  6 10  4],1.3322449224385329,35.44,0.50462
61,4,3.127,0.467,0.136,2.601,6.25,0.5,[ 5  4  6 11],1.3073360832983871,36.24,0.55258
