,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,3,3.371,0.62,0.098,1.694,10.667,0.3333333333333333,[ 5 14  7],1.003659491091816,30.79,0.7934399999999999
1,4,2.077,0.298,0.331,2.649,4.25,0.75,[17  2  5  2],0.9894655713535606,28.75,-0.04707
2,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,43.05,0.28819
3,4,3.211,0.512,0.085,1.953,7.0,0.5,[ 6  5 10  5],1.3399893507272593,38.26,0.6911499999999999
4,3,3.434,0.493,0.117,1.955,8.667,0.3333333333333333,[10 11  5],1.0484854421409808,46.25,0.6410100000000001
5,4,3.038,0.508,0.129,2.441,6.75,0.0,[6 7 7 6],1.3833328565787495,37.16,0.59637
6,3,3.283,0.324,0.169,2.337,6.0,0.3333333333333333,[ 9  5 12],1.0411315166502328,41.86,0.37007
7,3,3.283,0.387,0.111,2.189,7.333,0.0,[ 7  8 11],1.0798753311904068,44.31,0.52993
8,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,47.77,0.28819
9,4,2.809,0.357,0.172,2.546,5.5,0.5,[ 6  3  5 12],1.2614633441368988,37.39,0.3506600000000001
10,4,2.737,0.33,0.245,2.676,4.75,0.75,[ 5  2 14  5],1.164732072634001,38.57,0.19455000000000006
11,3,3.283,0.324,0.171,2.322,6.0,0.3333333333333333,[ 8  5 13],1.0262864017672835,40.94,0.36673
12,2,3.605,0.213,0.15,1.64,5.5,1.0,[21  5],0.4895518936229288,54.53,0.32299999999999995
13,4,2.737,0.33,0.245,2.676,4.75,0.75,[ 5  2 14  5],1.164732072634001,36.61,0.19455000000000006
14,3,3.283,0.335,0.154,2.271,6.667,0.3333333333333333,[10  5 11],1.0484854421409806,46.73,0.40612000000000004
15,3,3.283,0.417,0.097,2.097,7.0,0.3333333333333333,[ 7 15  4],0.9585849416984087,54.03,0.58331
16,2,3.379,0.151,0.143,1.576,5.0,1.0,[ 5 21],0.4895518936229288,57.33,0.25009000000000003
17,4,2.809,0.476,0.111,2.389,6.75,0.5,[ 8 10  4  4],1.3061066090853948,45.39,0.57153
18,2,3.726,0.205,0.171,1.659,4.5,1.0,[22  4],0.4293230219306162,70.76,0.29203
19,3,2.611,0.172,0.208,1.764,3.333,1.0,[ 3 21  2],0.6189772142016319,52.1,0.08574000000000004
20,4,3.235,0.545,0.105,2.228,7.25,0.75,[13  5  4  4],1.2395624573241895,46.75,0.69315
21,3,3.283,0.324,0.169,2.337,6.0,0.3333333333333333,[ 9  5 12],1.0411315166502328,45.09,0.37007
22,4,2.331,0.372,0.21,2.474,5.0,0.25,[ 8 10  6  2],1.2658567518727373,52.74,0.25440000000000007
23,3,3.283,0.329,0.137,2.312,6.333,0.0,[ 9  6 11],1.0695416913993134,41.82,0.42850999999999995
24,2,3.414,0.238,0.069,1.697,7.5,0.0,[15 11],0.6812657296632041,62.31,0.46417
25,4,2.737,0.421,0.185,2.412,5.75,0.5,[ 6  2 15  3],1.1021949588281859,42.6,0.38575
26,3,3.177,0.498,0.085,1.763,9.333,0.0,[ 8  7 11],1.0798753311904068,47.1,0.67375
27,2,3.414,0.287,0.056,1.669,8.5,0.0,[18  8],0.6172417697303416,62.28,0.53488
28,3,2.253,0.16,0.246,2.333,3.667,0.3333333333333333,[ 8 16  2],0.8587409130062867,47.0,-0.02551999999999993
29,2,3.605,0.298,0.085,1.545,9.0,0.0,[19  7],0.5824922438849605,78.6,0.51655
30,3,1.246,0.027,0.178,1.648,1.0,1.0,[23  2  1],0.431071102348777,45.45,-0.14565999999999996
31,2,3.414,0.302,0.056,1.628,7.5,0.5,[20  6],0.5402041423888608,61.83,0.54988
32,3,2.253,0.184,0.243,2.279,4.0,0.3333333333333333,[ 7 17  2],0.8283929898113759,44.8,0.0034900000000000486
33,3,2.357,0.304,0.218,2.275,5.667,0.3333333333333333,[13 11  2],0.9078086915252533,54.35,0.17564000000000002
34,3,3.283,0.385,0.134,2.281,7.0,0.0,[11  6  9],1.0695416913993137,57.63,0.48951999999999996
35,4,2.737,0.33,0.245,2.676,4.75,0.75,[ 5  2 14  5],1.164732072634001,37.4,0.19455000000000006
36,4,3.077,0.553,0.103,2.396,7.5,0.25,[8 9 3 6],1.3174447222200467,45.54,0.68869
37,4,2.737,0.346,0.237,2.669,5.0,0.5,[ 6  2  5 13],1.1993126001115322,39.6,0.22391
38,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,49.47,0.28819
39,3,3.291,0.442,0.095,2.139,8.333,0.0,[ 7 11  8],1.0798753311904068,48.85,0.6124499999999999
40,2,3.379,0.15,0.11,1.719,5.0,0.0,[ 9 17],0.6450331516760341,59.59,0.30419999999999997
41,4,3.216,0.365,0.074,2.04,5.0,0.5,[ 6  5 14  1],1.1140754229386953,49.1,0.56302
42,2,3.379,0.12,0.101,1.632,4.5,0.5,[ 6 20],0.5402041423888608,59.97,0.28923
43,4,1.701,0.24,-0.122,1.554,4.25,0.5,[12 12  1  1],0.9643365536017895,36.55,0.6138399999999999
44,4,3.104,0.45,0.128,2.511,6.25,0.25,[9 6 7 4],1.346860903434518,40.03,0.54664
45,2,3.379,0.161,0.087,1.663,6.0,0.0,[10 16],0.666278442414676,60.4,0.35361
46,3,3.177,0.425,0.119,2.187,7.333,0.0,[ 8  8 10],1.0928305535284886,43.09,0.54397
47,4,2.636,0.442,0.139,2.5,6.0,0.25,[9 6 7 4],1.346860903434518,36.26,0.47347
48,2,3.535,0.282,0.071,1.662,7.5,0.0,[13 13],0.6931471805599453,65.22,0.51693
49,2,3.414,0.361,0.024,1.495,10.5,1.0,[21  5],0.4895518936229288,63.67,0.66232
50,4,2.737,0.346,0.237,2.669,5.0,0.5,[ 6  2  5 13],1.1993126001115322,37.71,0.22391
51,2,3.414,0.306,0.056,1.567,9.5,0.5,[20  6],0.5402041423888608,51.25,0.55388
52,2,3.223,0.274,0.042,1.416,6.5,0.0,[19  7],0.5824922438849605,59.93,0.52616
53,4,3.257,0.544,0.164,2.303,7.5,0.75,[14  5  4  3],1.1875193654342509,41.17,0.59582
54,2,3.605,0.213,0.15,1.64,5.5,1.0,[21  5],0.4895518936229288,55.63,0.32299999999999995
55,3,1.246,0.027,0.178,1.648,1.0,1.0,[23  2  1],0.431071102348777,48.44,-0.14565999999999996
56,3,3.291,0.503,0.057,1.917,9.333,0.3333333333333333,[ 5 15  6],0.9727696382494826,45.99,0.73691
57,3,3.434,0.51,0.112,2.033,9.0,0.6666666666666666,[16  5  5],0.9328735118608089,46.44,0.6663600000000001
58,4,2.468,0.51,0.198,2.526,6.75,0.5,[ 5 13  6  2],1.1993126001115322,40.18,0.42613999999999996
59,2,2.418,0.063,0.222,1.39,2.0,1.0,[24  2],0.2711893730418441,59.1,-0.06594
60,3,3.467,0.467,0.079,1.727,8.0,0.0,[10  9  7],1.0880102622771117,40.12,0.68177
61,2,3.605,0.418,0.055,1.409,11.5,0.0,[18  8],0.6172417697303416,56.96,0.68665
62,3,3.131,0.304,0.082,2.575,6.667,0.3333333333333333,[12  4 10],1.0123308391031733,41.35,0.48016
63,4,3.283,0.568,0.131,2.115,7.5,0.25,[2 9 9 6],1.2701390930776295,38.32,0.67753
64,3,3.299,0.329,0.16,2.303,6.333,0.3333333333333333,[10  5 11],1.0484854421409806,40.09,0.3917
65,3,3.37,0.437,0.132,1.88,8.667,0.3333333333333333,[ 4 16  6],0.9251290835720822,40.58,0.55356
66,4,2.426,0.471,0.077,1.814,6.25,0.25,[8 9 8 1],1.2178624663713533,37.8,0.58501
67,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,61.26,0.28819
68,2,3.367,0.12,0.122,1.364,3.5,1.0,[ 3 23],0.3576271598532216,60.83,0.25296
69,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,60.32,0.28819
70,3,2.723,0.426,0.186,1.961,7.333,0.3333333333333333,[14  2 10],0.8981370031878679,48.11,0.38767999999999997
71,2,3.379,0.15,0.11,1.719,5.0,0.0,[ 9 17],0.6450331516760341,57.97,0.30419999999999997
72,2,3.605,0.213,0.15,1.64,5.5,1.0,[21  5],0.4895518936229288,61.78,0.32299999999999995
73,2,3.535,0.293,0.058,1.579,8.0,0.0,[ 9 17],0.6450331516760341,61.13,0.54964
