,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,2,3.379,0.123,0.123,1.703,4.0,0.0,[ 7 19],0.5824922438849605,35.27,0.25549
1,2,3.367,0.161,0.097,1.471,4.5,1.0,[ 5 21],0.4895518936229288,46.6,0.33571
2,2,3.379,0.15,0.11,1.719,5.0,0.0,[ 9 17],0.6450331516760341,58.83,0.30419999999999997
3,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,675.95,0.28819
4,4,3.235,0.519,0.153,2.533,7.25,0.25,[6 9 5 6],1.3610455999855922,47.66,0.5869900000000001
5,2,3.605,0.243,0.126,1.611,6.5,0.5,[20  6],0.5402041423888608,56.38,0.39308
6,3,2.253,0.16,0.246,2.333,3.667,0.3333333333333333,[ 8 16  2],0.8587409130062867,52.14,-0.02551999999999993
7,3,2.268,0.182,0.147,2.304,4.667,0.3333333333333333,[10 13  3],0.9632492517543757,55.68,0.16330999999999998
8,3,3.326,0.495,0.076,1.923,9.333,0.0,[ 6  8 12],1.0579054247036734,49.5,0.70068
9,3,3.283,0.347,0.167,2.269,6.333,0.3333333333333333,[ 7  5 14],1.003659491091816,51.45,0.39640999999999993
10,4,2.636,0.467,0.173,2.647,6.0,0.5,[11  5  7  3],1.2834332506236321,46.55,0.4416900000000001
11,3,3.283,0.324,0.169,2.337,6.0,0.3333333333333333,[ 9  5 12],1.0411315166502328,48.45,0.37007
12,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,57.54,0.28819
13,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,68.76,0.28819
14,4,3.139,0.455,0.146,2.739,6.25,0.0,[8 6 6 6],1.3778195080390327,45.86,0.52508
15,2,3.414,0.332,0.065,1.626,8.0,0.0,[15 11],0.6812657296632041,62.78,0.5648500000000001
16,2,3.726,0.204,0.096,1.69,6.0,0.0,[10 16],0.666278442414676,53.75,0.41628
17,2,3.414,0.313,0.036,1.473,7.5,1.0,[22  4],0.4293230219306162,71.31,0.59428
18,2,3.605,0.295,0.07,1.485,9.5,0.0,[16 10],0.666278442414676,59.48,0.5386
19,4,2.91,0.442,0.248,2.465,6.0,0.5,[10  2  3 11],1.1779107627196839,45.14,0.31884000000000007
20,4,2.462,0.369,0.257,2.878,5.25,0.5,[ 7  5 12  2],1.2244913547855747,49.2,0.18601
21,2,2.418,0.063,0.222,1.39,2.0,1.0,[24  2],0.2711893730418441,65.58,-0.06594
22,2,3.569,0.379,0.032,1.457,11.5,0.0,[ 7 19],0.5824922438849605,67.06,0.6824600000000001
23,4,2.462,0.329,0.137,2.33,4.75,0.5,[ 9  5 11  1],1.1735173549838456,48.06,0.34641
24,2,3.414,0.334,0.011,1.446,10.5,0.5,[20  6],0.5402041423888608,65.91,0.65703
25,3,2.261,0.224,0.106,1.747,4.0,1.0,[ 4 20  2],0.6870920273799715,52.42,0.27308000000000004
26,3,3.434,0.47,0.083,1.861,9.0,0.3333333333333333,[16  7  3],0.9012262508973273,47.14,0.67479
27,3,3.283,0.336,0.128,2.393,6.333,0.0,[ 8 11  7],1.0798753311904068,60.86,0.45054
28,2,2.418,0.063,0.222,1.39,2.0,1.0,[24  2],0.2711893730418441,65.69,-0.06594
29,2,3.605,0.213,0.15,1.64,5.5,1.0,[21  5],0.4895518936229288,65.44,0.32299999999999995
