,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
100,4,3.388,0.374,0.098,3.252,4.75,0.25,[12 16  6  3],1.2264126954911119,119.54,0.5952
101,4,3.068,0.398,0.065,2.196,5.25,0.5,[22  7  6  2],1.0768326101102146,120.36,0.6268
102,3,3.368,0.323,0.085,2.437,6.333,0.3333333333333333,[ 5 10 22],0.9331888730227674,122.32,0.5578
103,4,2.592,0.261,0.09,2.293,3.75,0.75,[25  6  3  3],0.9672928810474136,123.3,0.4122
104,3,2.831,0.413,0.075,2.2,7.0,0.6666666666666666,[21 13  3],0.8926706233145977,136.89,0.6061
105,3,3.442,0.195,0.168,2.768,3.0,1.0,[31  3  3],0.5556401539672464,125.5,0.3376
106,4,3.088,0.277,0.161,3.281,4.0,0.75,[21 10  3  3],1.0824720787485218,106.44,0.39260000000000006
107,3,3.513,0.507,0.02,1.861,9.0,0.6666666666666666,[ 4 21 12],0.9271603873975365,128.98,0.8343
108,4,2.781,0.162,0.165,3.654,2.25,0.75,[ 4 26  5  2],0.9166159840948057,78.14,0.2421
109,4,3.21,0.308,0.209,3.579,4.25,0.75,[23  9  2  3],1.0008227940085315,125.31,0.37820000000000004
110,4,2.596,0.35,0.162,2.881,4.75,0.75,[ 3 25  5  4],0.9795638722561322,106.02,0.4152
111,3,3.146,0.272,0.139,2.286,4.667,0.6666666666666666,[28  7  2],0.6836370561736084,126.53,0.4198
112,4,3.262,0.301,0.113,3.335,4.5,0.25,[18 10  6  3],1.2028385544430331,106.79,0.4916
113,4,2.622,0.183,0.18,3.492,2.5,0.75,[ 5 28  2  2],0.7968231945546029,102.75,0.2292
114,4,2.56,0.356,0.049,2.053,4.25,0.5,[23  7  6  1],1.0031261606137931,115.28,0.5531999999999999
115,3,2.94,0.142,0.156,2.26,3.0,1.0,[ 4 30  3],0.6142439731753446,118.74,0.24879999999999997
116,4,2.331,0.161,0.04,1.486,2.75,0.75,[30  5  1  1],0.6356986961027334,124.33,0.3461
117,4,2.51,0.277,0.216,3.567,4.0,0.75,[24  9  2  2],0.9400827276005366,109.92,0.26880000000000004
118,4,2.522,0.274,0.173,2.47,4.0,0.75,[ 3 27  5  2],0.8618120701736405,99.14,0.3186
119,4,2.726,0.206,0.238,2.894,2.25,1.0,[ 2 31  2  2],0.621391252579381,112.58,0.19300000000000003
120,4,2.846,0.279,0.198,3.044,4.0,0.75,[23 10  2  2],0.9645717878185303,93.46,0.32600000000000007
121,3,3.495,0.41,0.062,2.005,7.0,0.6666666666666666,[ 3 23 11],0.8598624576940395,127.0,0.6851
122,3,2.523,0.09,0.164,2.694,2.0,1.0,[ 4 31  2],0.5464564222485762,100.99,0.14550000000000002
123,4,2.522,0.226,0.161,3.382,3.25,0.75,[ 8 24  3  2],0.9733245210519649,99.85,0.285
124,4,2.48,0.132,0.198,3.51,2.0,1.0,[29  3  3  2],0.7560652866243246,99.21,0.1424
125,3,2.515,0.118,0.157,2.829,2.333,0.6666666666666666,[ 6 29  2],0.6436630411281172,90.21,0.1811
126,3,2.933,0.218,0.121,2.261,4.0,0.6666666666666666,[ 5 29  3],0.6651177640555062,107.91,0.3661
127,4,3.081,0.409,0.063,2.198,6.5,0.5,[ 2 15 16  4],1.1267653618883027,86.95,0.6415
128,4,2.601,0.264,0.16,2.58,4.0,0.75,[ 2 25  7  3],0.9413125642059427,92.05,0.3321
129,3,3.282,0.071,0.245,2.97,1.0,1.0,[32  2  3],0.48698061219245503,112.5,0.10520000000000002
130,4,2.957,0.375,0.189,3.049,5.25,0.75,[ 3 22  8  4],1.0844454635143452,90.97,0.44389999999999996
131,3,3.457,0.16,0.07,1.672,2.667,1.0,[ 4 31  2],0.5464564222485762,108.46,0.4217
132,3,3.457,0.131,0.153,2.682,2.333,1.0,[ 4 30  3],0.6142439731753446,111.12,0.2931
133,4,2.898,0.379,0.107,3.079,4.75,0.25,[17  9  8  3],1.2360255546868009,107.54,0.5404
134,4,3.257,0.249,0.137,3.467,4.0,0.25,[20  4  6  7],1.1830327565816594,81.28,0.4103
135,3,2.94,0.142,0.156,2.26,3.0,1.0,[ 4 30  3],0.6142439731753446,123.86,0.24879999999999997
136,4,2.728,0.379,0.11,3.207,5.0,0.5,[21  7  7  2],1.1091879764256796,92.38,0.5198
137,3,2.94,0.142,0.156,2.26,3.0,1.0,[ 4 30  3],0.6142439731753446,136.6,0.24879999999999997
138,4,2.522,0.159,0.255,3.872,2.5,0.75,[27  6  2  2],0.8403573472462516,89.96,0.10519999999999999
139,3,3.139,0.112,0.229,2.838,2.333,0.6666666666666666,[ 7 28  2],0.6836370561736084,111.37,0.15109999999999996
140,3,2.558,0.163,0.133,2.795,3.333,0.6666666666666666,[25 10  2],0.7762141041911064,114.06,0.2592
141,4,2.563,0.278,0.135,3.395,4.25,0.5,[ 6 23  6  2],1.0432483191786301,97.57,0.3723000000000001
142,4,3.074,0.216,0.173,3.383,3.0,0.75,[ 5 26  3  3],0.925799715813476,96.2,0.3158
143,4,2.89,0.336,0.122,3.082,5.0,0.25,[ 5  9 20  3],1.1505748560150182,93.66,0.4786
144,4,3.088,0.232,0.157,3.324,3.5,0.5,[19 12  3  3],1.114839692816467,89.41,0.35240000000000005
145,4,2.841,0.164,0.238,3.401,2.5,0.75,[ 7 25  2  3],0.9413125642059426,92.31,0.16250000000000006
146,4,2.847,0.163,0.253,3.246,2.5,1.0,[ 4 28  2  3],0.8128358867926165,91.73,0.14410000000000003
147,3,3.16,0.214,0.242,2.799,3.667,0.6666666666666666,[27  8  2],0.718771370031374,125.32,0.2396
148,4,2.474,0.222,0.171,3.053,3.0,0.75,[ 6 25  3  3],0.9672928810474136,74.17,0.2642
149,3,2.558,0.09,0.074,1.323,1.667,1.0,[ 2 33  2],0.417476338302775,113.52,0.257
150,4,2.946,0.286,0.238,3.311,4.25,0.75,[24  8  2  3],0.9733245210519649,102.23,0.29500000000000004
151,3,2.523,0.09,0.164,2.694,2.0,1.0,[ 4 31  2],0.5464564222485762,111.07,0.14550000000000002
152,4,2.658,0.246,0.161,3.652,3.75,0.5,[ 5 22  8  2],1.0684327712763315,94.08,0.3186
153,3,3.451,0.193,0.106,2.805,3.333,0.3333333333333333,[23  9  5],0.9098752714397131,118.61,0.41090000000000004
154,3,2.347,0.119,0.182,2.777,2.333,1.0,[ 4 31  2],0.5464564222485762,126.26,0.1353
155,3,3.147,0.101,0.247,2.694,2.0,1.0,[ 4 31  2],0.5464564222485762,119.08,0.11929999999999999
156,3,3.358,0.274,0.12,2.445,5.333,0.3333333333333333,[ 7 25  5],0.850365041637124,112.54,0.4658
157,3,3.202,0.204,0.059,2.088,4.667,0.3333333333333333,[ 5 26  6],0.8133974703172686,87.37,0.45339999999999997
158,4,2.555,0.353,0.06,2.131,4.75,0.5,[ 7 24  5  1],0.9638408171331868,121.45,0.5365
159,3,2.94,0.142,0.156,2.26,3.0,1.0,[ 4 30  3],0.6142439731753446,114.73,0.24879999999999997
160,4,2.867,0.222,0.23,3.355,3.25,0.5,[20 12  2  3],1.0591434127615205,99.54,0.2327
161,3,3.139,0.159,0.275,2.878,3.333,0.6666666666666666,[30  5  2],0.598231280937331,98.24,0.14289999999999994
162,4,2.378,0.204,0.193,3.42,3.25,0.75,[25  7  3  2],0.9413125642059426,93.2,0.2102
