,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,4,1.651,0.036,0.169,3.125,1.75,1.0,[65  3  3  3],0.5037585642686373,510.31,0.03209999999999999
1,4,2.171,0.074,0.184,2.88,3.0,0.75,[64  3  5  2],0.5351753888215518,466.75,0.10709999999999999
2,3,2.07,0.046,0.185,2.454,2.0,1.0,[68  3  3],0.33760296233952225,579.22,0.06799999999999998
3,3,2.197,0.03,0.154,2.409,1.0,0.6666666666666666,[67  2  5],0.369634155062479,448.61,0.09570000000000001
4,5,2.192,0.107,0.108,3.831,3.0,0.6,[54  7  6  4  3],0.9443613001810585,534.45,0.2182
5,5,2.13,0.077,0.112,3.468,2.8,0.6,[56  6  4  5  3],0.8843562368637496,592.77,0.178
6,3,2.297,0.037,0.103,2.738,1.667,1.0,[67  3  4],0.37764050118148573,364.25,0.1637
7,5,1.538,0.049,0.21,4.104,2.0,0.8,[59  4  3  6  2],0.7695708408067433,237.93,-0.007199999999999984
8,3,1.839,0.018,0.198,2.496,1.0,1.0,[69  3  2],0.29277482233477625,403.5,0.003899999999999987
9,4,1.809,0.036,0.184,3.796,0.5,0.75,[60  4  3  7],0.6807805109447491,253.87,0.03290000000000001
10,5,3.228,0.561,0.14,2.71,13.2,0.6,[51 12  5  4  2],0.988921195445162,326.66,0.7438
11,4,2.442,0.061,0.189,3.312,2.5,1.0,[62  4  4  4],0.621391252579381,358.65,0.11620000000000003
12,4,2.188,0.028,0.209,3.658,1.25,0.75,[60  3  7  4],0.6807805109447491,385.8,0.03780000000000003
13,3,2.201,0.041,0.181,2.702,2.0,0.6666666666666666,[65  6  3],0.44755744152053367,448.85,0.08010000000000003
14,5,2.493,0.237,0.119,2.567,8.4,1.0,[23 43  3  4  1],1.0244841979112302,336.96,0.36729999999999996
15,5,1.962,0.085,0.051,2.241,3.6,0.6,[57  7  5  4  1],0.8220696835202965,427.45,0.2302
16,5,2.127,0.081,0.182,4.221,2.8,0.8,[59  5  3  4  3],0.7802982022704377,457.34,0.11169999999999998
17,3,2.403,0.006,0.049,1.849,1.0,0.3333333333333333,[64  5  5],0.48970162753714264,531.19,0.1973
18,5,1.237,0.036,0.115,2.033,1.8,1.0,[66  4  2  1  1],0.4736774610508786,290.04,0.04469999999999999
19,4,3.186,0.18,0.157,2.702,6.5,1.0,[25 41  4  4],1.0092177250211865,254.95,0.3416
20,5,2.36,0.141,0.145,4.177,4.4,0.6,[25  7  6 34  2],1.2483032597105224,240.52,0.23199999999999998
21,3,2.281,0.038,0.156,2.743,1.0,0.6666666666666666,[62  9  3],0.5344273913821971,366.31,0.11010000000000003
22,5,2.809,0.412,0.149,2.794,11.0,0.8,[13 52  3  3  3],0.9433012335927213,588.3,0.5439
23,5,2.69,0.148,0.166,3.835,4.4,0.6,[54  8  5  3  4],0.9401613807641169,379.64,0.251
24,3,3.957,0.276,0.124,2.107,11.333,1.0,[26 45  3],0.7999278108497474,438.34,0.5477000000000001
25,5,3.25,0.424,0.135,3.114,10.8,0.8,[24  7 38  3  2],1.1580506571438351,341.77,0.614
26,4,2.409,0.054,0.153,3.46,3.0,0.75,[59  7  4  4],0.7191132672206053,355.93,0.14189999999999997
27,3,1.839,0.011,0.15,2.413,1.333,1.0,[68  4  2],0.3330110964801871,307.12,0.04490000000000002
28,5,2.681,0.146,0.174,3.649,4.2,0.8,[57  6  3  4  4],0.8501371089217218,387.49,0.2401
29,3,2.838,0.064,0.134,1.95,3.333,1.0,[68  2  4],0.3330110964801871,464.12,0.2138
30,4,2.449,0.06,0.184,3.446,2.0,0.75,[61  4  3  6],0.6506208115768156,281.13,0.12089999999999998
31,4,2.155,0.054,0.042,1.686,2.0,0.75,[62  3  5  4],0.6179767723197094,388.52,0.22749999999999998
32,5,2.595,0.309,0.088,2.599,8.6,0.6,[20 44  5  4  1],1.0606683854996646,324.78,0.48050000000000004
33,3,2.193,0.004,0.14,2.909,0.333,0.6666666666666666,[64  4  6],0.48698061219245503,545.48,0.08329999999999999
34,3,3.435,0.082,0.131,1.829,3.667,1.0,[69  2  3],0.29277482233477625,459.4,0.29450000000000004
35,5,2.009,0.054,0.125,3.678,2.2,1.0,[59  4  4  4  3],0.7837126825301095,452.33,0.1299
36,4,2.579,0.126,0.144,2.798,5.25,0.75,[58 10  2  4],0.7167270209442747,412.62,0.23990000000000003
37,4,1.543,0.038,0.214,3.463,0.75,1.0,[65  4  3  2],0.4991666984093023,313.1,-0.021699999999999997
38,4,1.818,0.042,0.179,3.589,1.25,0.5,[61  3  5  5],0.6533418269215032,245.98,0.044800000000000034
39,3,1.831,0.004,0.137,2.576,0.667,0.6666666666666666,[66  6  2],0.4033344965794089,380.77,0.05009999999999998
40,5,2.744,0.382,0.162,4.004,8.8,0.4,[20  6 40  3  5],1.201856892134164,296.05,0.49440000000000006
41,5,1.533,0.038,0.189,4.042,1.8,0.8,[59  5  4  4  2],0.7757063364111026,284.35,0.0022999999999999965
42,4,2.443,0.081,0.159,3.467,3.25,0.75,[59  7  4  4],0.7191132672206053,232.91,0.1663
43,5,2.036,0.148,0.183,3.781,4.0,0.8,[60  4  5  2  3],0.7373735801352463,267.71,0.1686
44,5,2.324,0.32,0.146,4.099,8.0,0.6,[27 32  6  4  5],1.273874983829487,265.86,0.4064
45,5,1.755,0.052,0.206,4.366,2.0,0.8,[58  5  3  4  4],0.8184019049767877,266.12,0.02149999999999999
46,5,1.235,0.014,0.072,1.996,0.2,1.0,[68  3  1  1  1],0.3821412983666077,378.12,0.06550000000000002
47,3,2.193,0.004,0.14,2.909,0.333,0.6666666666666666,[64  4  6],0.48698061219245503,385.02,0.08329999999999999
48,4,2.538,0.082,0.174,3.025,3.0,0.5,[59  5  3  7],0.7156987869609337,216.88,0.1618
49,3,3.169,0.312,0.086,2.017,11.667,0.6666666666666666,[11 60  3],0.583344031040488,291.11,0.5429
50,5,2.112,0.242,0.17,3.787,5.8,0.8,[23 41  3  5  2],1.0999820865752268,281.43,0.2832
51,3,2.886,0.068,0.189,2.329,3.0,1.0,[67  3  4],0.37764050118148573,332.18,0.16760000000000003
52,5,2.257,0.08,0.238,4.132,2.4,1.0,[61  3  3  4  3],0.7068219343249194,223.99,0.06770000000000004
53,3,3.121,0.107,0.136,2.148,4.333,0.6666666666666666,[62  3  9],0.5344273913821971,349.56,0.28309999999999996
54,4,2.449,0.088,0.173,3.394,3.25,0.75,[61  6  3  4],0.6506208115768156,330.61,0.1599
55,3,2.886,0.053,0.143,2.696,2.333,0.6666666666666666,[63  7  4],0.5177943330618276,455.51,0.19860000000000003
56,5,1.985,0.046,0.029,2.285,1.0,0.8,[57  4  9  2  2],0.8101906387539713,434.29,0.2155
57,4,1.972,0.002,0.106,2.909,0.25,0.75,[63  4  6  1],0.5565891199269476,448.94,0.09319999999999999
58,4,1.91,0.044,0.145,3.324,3.0,0.75,[55 13  2  4],0.7813740304962599,456.14,0.09000000000000001
59,5,1.797,0.018,0.089,2.988,0.6,0.8,[62  3  7  1  1],0.6175848258773158,285.16,0.1087
60,4,2.895,0.256,0.172,2.515,9.5,0.75,[20 49  3  2],0.8541195350200516,228.27,0.3735
61,4,1.376,0.028,0.068,1.5,0.5,1.0,[70  2  1  1],0.266484535034237,304.11,0.09759999999999999
62,5,1.658,0.024,0.017,1.286,1.0,1.0,[67  4  1  1  1],0.42217883720857124,266.15,0.1728
63,4,1.916,0.036,0.156,3.51,2.25,0.5,[60  5  5  4],0.6918998188508372,407.81,0.0716
64,4,2.786,0.136,0.225,2.531,4.5,1.0,[65  4  3  2],0.4991666984093023,275.5,0.18960000000000002
65,4,2.367,0.067,0.174,3.411,2.75,0.5,[60  6  5  3],0.6857643232464778,288.36,0.1297
66,5,1.585,0.018,0.133,3.794,0.6,0.6,[59  3  5  6  1],0.7544935738260535,244.64,0.0435
67,3,2.201,0.019,0.227,2.988,1.0,1.0,[68  3  3],0.33760296233952225,326.27,0.0121
68,3,2.289,0.033,0.114,2.514,2.333,0.3333333333333333,[63  6  5],0.5227781453635564,298.54,0.14790000000000003
69,3,2.18,0.0,0.136,3.0,0.0,0.6666666666666666,[63  4  7],0.5177943330618278,318.1,0.08200000000000002
70,3,2.193,0.006,0.154,2.75,0.667,1.0,[66  4  4],0.417476338302775,457.67,0.0713
71,3,3.148,0.255,0.086,2.473,12.667,0.6666666666666666,[23 45  6],0.8693794739960189,323.85,0.4838
72,3,2.201,0.043,0.194,2.621,2.333,0.6666666666666666,[66  5  3],0.4140618580431033,367.46,0.0691
73,4,1.916,0.036,0.167,3.509,2.0,0.5,[60  5  4  5],0.6918998188508372,266.15,0.06059999999999999
74,4,1.923,0.052,0.096,2.642,2.0,0.75,[62  3  4  5],0.6179767723197094,319.8,0.1483
75,3,3.073,0.325,0.071,2.085,11.333,0.6666666666666666,[18 53  3],0.7128759050096056,395.01,0.5613
76,4,2.436,0.064,0.15,3.531,2.5,0.5,[58  6  6  4],0.7560652866243246,288.8,0.1576
77,3,2.189,0.004,0.154,2.992,0.667,1.0,[66  4  4],0.417476338302775,249.84,0.06890000000000002
78,5,1.313,0.014,0.191,4.015,1.2,1.0,[62  4  2  2  4],0.6588586677447834,214.04,-0.04569999999999999
79,5,2.212,0.189,0.181,4.138,4.8,0.8,[30 32  5  4  3],1.198285711959436,233.31,0.22920000000000001
80,4,2.523,0.287,0.131,2.849,10.0,0.5,[20 45  7  2],0.976739107862936,213.11,0.4083
81,5,1.669,0.049,0.161,3.99,1.6,0.8,[57  4  3  6  4],0.8501371089217219,245.62,0.05489999999999999
82,5,1.536,0.006,0.068,2.8,0.4,0.8,[59  4  9  1  1],0.7108906630562917,338.98,0.09160000000000001
83,5,2.461,0.156,0.199,2.687,4.2,1.0,[63  3  2  4  2],0.6198611635367341,213.53,0.20309999999999997
84,4,3.113,0.4,0.12,2.718,13.25,0.5,[18 48  5  3],0.936668247340865,301.73,0.5913
85,4,2.122,0.021,0.142,3.789,1.0,0.5,[57  3  6  8],0.7752022785909171,431.11,0.09120000000000002
86,3,1.835,0.008,0.199,2.659,1.0,1.0,[69  2  3],0.29277482233477625,281.26,-0.007500000000000007
87,3,3.026,0.054,0.173,2.396,2.333,1.0,[67  3  4],0.37764050118148573,247.53,0.18359999999999999
88,5,2.327,0.236,0.167,4.141,6.8,0.6,[20 41  5  4  4],1.1782725978381416,215.01,0.30169999999999997
89,4,2.086,0.047,0.14,3.525,2.25,0.25,[55  5  9  5],0.8409201539048066,389.95,0.11559999999999997
90,4,1.812,0.038,0.214,3.792,0.75,1.0,[63  4  3  4],0.5823937483713318,337.77,0.00520000000000001
91,3,1.839,0.008,0.151,2.417,1.0,1.0,[68  4  2],0.3330110964801871,359.5,0.04090000000000002
92,5,2.166,0.101,0.221,3.699,3.4,0.8,[59  3  3  4  5],0.7802982022704378,214.95,0.09659999999999999
93,4,2.272,0.002,0.083,2.909,0.25,0.75,[57  4 11  2],0.7397104705967253,459.08,0.1462
94,4,2.538,0.056,0.183,3.305,2.0,0.75,[61  3  6  4],0.6506208115768156,193.29,0.12679999999999997
95,3,1.831,0.004,0.165,2.796,0.667,1.0,[67  3  4],0.37764050118148573,308.08,0.02209999999999998
96,3,1.696,0.0,0.01,1.0,0.0,1.0,[72  1  1],0.1429845449723321,435.46,0.1596
97,3,2.197,0.016,0.202,2.992,0.667,1.0,[67  3  4],0.37764050118148573,394.91,0.03370000000000001
98,3,2.185,0.002,0.14,2.996,0.333,0.6666666666666666,[64  4  6],0.48698061219245503,267.1,0.08049999999999999
