,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,5,3.125,0.373,0.028,1.822,10.4,0.4,[42 15  5 11  1],1.1685662479692076,265.55,0.6575
1,4,3.252,0.421,0.045,1.814,15.0,0.5,[14 48  8  4],0.9939953510945665,357.59,0.7012
2,5,2.01,0.108,0.116,4.086,2.4,0.6,[51 11  3  4  5],1.0096305101990741,414.04,0.19299999999999998
3,4,2.037,0.0,0.071,2.0,0.0,1.0,[66  4  2  2],0.4549437534681774,911.42,0.13269999999999998
4,3,2.211,0.0,0.011,1.0,0.0,1.0,[68  4  2],0.3330110964801871,769.32,0.21009999999999998
5,4,2.702,0.323,0.107,3.473,9.75,0.75,[34 29  4  7],1.1052220473335752,342.28,0.4862
6,3,2.346,0.0,0.094,2.0,0.0,1.0,[67  4  3],0.37764050118148573,507.42,0.1406
7,3,3.307,0.199,0.05,1.711,11.667,0.3333333333333333,[59 10  5],0.6331495569535156,307.16,0.4797
8,4,2.334,0.014,0.076,3.676,1.25,0.25,[53  7  5  9],0.9004292388819248,472.44,0.1714
9,4,2.698,0.112,0.077,2.745,3.5,0.5,[56  8  3  7],0.8044375942312162,298.07,0.30479999999999996
10,5,2.754,0.228,0.103,3.273,6.4,0.8,[25 14 29  3  3],1.3086333224212638,178.99,0.4004
11,5,2.519,0.332,0.034,2.168,10.0,0.8,[24 34 11  4  1],1.2217465092776585,389.83,0.5499
12,5,2.455,0.074,0.043,2.652,2.6,0.6,[49 13  6  3  3],1.0420952715582554,338.46,0.27649999999999997
13,3,2.577,0.02,0.12,1.996,1.333,0.6666666666666666,[62  3  9],0.5344273913821971,298.84,0.1577
14,3,3.193,0.272,0.076,1.946,10.667,0.6666666666666666,[59 13  2],0.5837225905209628,244.02,0.5153000000000001
15,3,2.538,0.011,0.098,2.396,1.333,0.6666666666666666,[62  4  8],0.5464564222485762,467.74,0.16679999999999995
16,5,2.337,0.12,0.016,1.642,4.0,1.0,[40 29  2  2  1],0.9529928505500483,328.31,0.3377
17,4,2.371,0.004,0.044,1.833,0.5,0.75,[60  6  4  4],0.6891788035061495,358.02,0.1971
18,3,3.714,0.227,0.035,1.823,14.667,0.6666666666666666,[25 10 39],0.9746508938703631,292.68,0.5634
19,5,1.661,0.006,0.15,4.598,0.6,0.6,[56  4  4  5  5],0.8904917324681091,285.81,0.02210000000000001
20,3,2.461,0.028,0.019,1.5,0.667,0.6666666666666666,[66  6  2],0.4033344965794089,741.47,0.2551
21,3,2.59,0.057,0.089,2.603,3.333,0.3333333333333333,[59 10  5],0.6331495569535156,535.04,0.227
22,3,2.205,0.039,0.105,1.896,2.0,1.0,[68  2  4],0.3330110964801871,646.63,0.1545
23,5,2.556,0.531,0.073,2.961,13.2,0.8,[35 27  5  3  4],1.1917275066244297,379.41,0.7136
24,3,2.642,0.052,0.127,2.453,4.333,0.6666666666666666,[58  3 13],0.6264181590866478,667.04,0.18919999999999998
25,3,2.185,0.002,0.16,2.909,0.333,0.6666666666666666,[65  4  5],0.453692937124893,530.61,0.0605
26,5,2.064,0.197,0.163,4.394,5.2,1.0,[29 35  3  3  4],1.138854114849772,291.67,0.2404
27,3,2.471,0.02,0.103,2.794,1.333,0.3333333333333333,[59 10  5],0.6331495569535156,467.88,0.16410000000000002
28,3,2.403,0.007,0.115,2.857,0.667,0.6666666666666666,[60  4 10],0.5982312809373311,323.21,0.13230000000000003
29,5,1.991,0.052,0.075,2.269,1.8,0.8,[56  3 11  2  2],0.8194033598231624,351.94,0.1761
30,3,2.197,0.016,0.173,2.885,0.667,0.6666666666666666,[66  3  5],0.41406185804310336,352.97,0.06270000000000003
31,5,2.122,0.019,0.051,2.725,1.6,0.6,[55  5  7  4  3],0.9133502269362308,364.43,0.1802
32,3,2.471,0.046,0.069,2.309,1.333,0.6666666666666666,[63  3  8],0.5074589180405269,734.47,0.22410000000000002
33,5,2.192,0.045,0.128,3.675,1.6,0.4,[52  9  3  5  5],0.9982554911419328,398.7,0.1362
34,4,2.97,0.468,0.022,2.026,15.25,0.75,[24 34 13  3],1.157987684037893,169.26,0.7430000000000001
35,4,2.614,0.306,0.131,3.509,10.75,0.75,[21 43  4  6],1.0343041414898053,339.2,0.43639999999999995
36,3,2.185,0.002,0.176,2.996,0.333,1.0,[66  4  4],0.417476338302775,471.35,0.04450000000000001
37,3,3.138,0.283,0.11,2.536,12.667,1.0,[29 41  4],0.8519946709208733,570.13,0.48679999999999995
38,4,2.198,0.03,0.079,2.167,0.75,0.5,[62  2  5  5],0.6099704262007026,330.62,0.1708
39,4,2.874,0.078,0.17,2.8,3.0,0.75,[57 11  3  3],0.7443023364560604,306.02,0.19539999999999996
40,3,3.111,0.323,0.038,1.596,14.0,1.0,[22 49  3],0.7635520466189267,513.04,0.5961000000000001
41,5,1.84,0.008,0.068,2.824,0.6,0.8,[53  4 13  1  3],0.8904052638021924,423.27,0.124
42,3,2.716,0.014,0.058,2.996,0.333,0.3333333333333333,[57  6 11],0.6881012137079567,494.02,0.2276
43,5,2.68,0.467,0.094,3.026,11.8,0.4,[35 20  3 10  6],1.3118479008457586,155.11,0.641
44,3,2.611,0.0,0.033,2.0,0.0,0.6666666666666666,[63  8  3],0.5074589180405269,409.43,0.2281
45,4,2.773,0.412,0.119,2.981,13.75,0.75,[23 42  3  6],1.0183234092089728,295.67,0.5703
46,5,2.144,0.042,0.082,2.917,1.4,0.6,[56  2  6  4  6],0.8736288754000553,221.41,0.1744
47,3,3.065,0.076,0.059,2.294,4.333,0.3333333333333333,[56 12  6],0.7096173730150794,328.26,0.3235
48,3,2.671,0.072,0.076,2.333,3.333,0.6666666666666666,[56 16  2],0.6396406526889704,392.44,0.2631
49,5,2.28,0.056,0.114,4.047,2.2,0.4,[49  9  3  7  6],1.0859302212013788,374.98,0.16999999999999998
50,4,2.24,0.006,0.025,1.8,0.5,0.75,[61  8  3  2],0.6272952381347793,468.79,0.20500000000000002
51,4,2.031,0.042,0.066,2.4,0.75,0.5,[59  3  7  5],0.7156987869609337,489.35,0.1791
52,3,2.812,0.047,0.03,1.719,1.667,0.6666666666666666,[62  8  4],0.5464564222485762,324.51,0.2982
53,4,2.783,0.095,0.109,3.427,3.25,0.5,[50  6 15  3],0.9220610801053439,311.51,0.2643
54,4,2.24,0.034,0.024,1.8,1.0,0.75,[57 10  3  4],0.7591895863529035,425.78,0.23400000000000004
55,4,2.024,0.002,0.118,3.667,0.25,0.75,[59  4  7  4],0.7191132672206053,580.11,0.0864
