,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,5,2.65,0.278,0.124,2.826,8.6,1.0,[22 45  1  3  3],0.9811675290750348,481.09,0.41900000000000004
1,4,2.086,0.077,0.122,3.343,2.75,0.5,[56  5  6  7],0.8197568215542457,441.44,0.16359999999999997
2,5,2.322,0.276,0.111,2.713,9.0,1.0,[27 40  2  3  2],1.0255353751647314,470.26,0.39720000000000005
3,4,1.543,0.038,0.179,3.596,0.75,1.0,[64  3  3  4],0.5431817349405587,425.57,0.013300000000000006
4,5,1.235,0.041,0.004,0.992,0.8,1.0,[67  3  2  1  1],0.43384162392958936,523.25,0.16050000000000003
5,3,3.727,0.127,0.167,1.866,5.333,1.0,[66  5  3],0.4140618580431033,657.63,0.3327
6,3,2.062,0.01,0.088,2.309,1.333,0.6666666666666666,[65  6  3],0.44755744152053367,618.76,0.12819999999999998
7,4,2.4,0.069,0.128,3.317,3.0,0.75,[58  6  5  5],0.7587863019690122,533.42,0.181
8,4,2.538,0.056,0.183,3.391,2.0,0.75,[61  3  6  4],0.6506208115768156,395.45,0.12679999999999997
9,5,2.604,0.2,0.181,4.029,5.4,1.0,[28  3 35  4  4],1.1672394149339178,476.59,0.27940000000000004
10,5,2.496,0.365,0.068,2.452,9.8,1.0,[27 36  4  2  5],1.1557821400378616,398.92,0.5466
11,5,1.891,0.004,0.08,2.885,0.4,0.8,[59  4  6  3  2],0.7695708408067433,525.96,0.11309999999999999
12,3,2.894,0.058,0.213,2.559,3.0,1.0,[67  4  3],0.37764050118148573,531.33,0.1344
13,4,2.047,0.042,0.111,2.25,1.75,1.0,[65  2  4  3],0.4991666984093022,812.7,0.13570000000000002
14,4,2.442,0.075,0.138,3.313,2.75,0.75,[58  5  6  5],0.7587863019690123,448.52,0.18120000000000003
15,3,2.276,0.0,0.094,2.0,0.0,1.0,[67  4  3],0.37764050118148573,688.83,0.13359999999999997
16,3,2.145,0.012,0.029,1.723,1.333,0.6666666666666666,[65  8  1],0.41256908135747916,811.28,0.1975
17,3,2.201,0.039,0.086,1.992,3.333,0.6666666666666666,[64  6  4],0.4869806121924549,501.28,0.17310000000000003
18,4,1.648,0.011,0.146,3.372,1.0,1.0,[64  3  2  5],0.5351753888215518,618.18,0.02980000000000002
19,5,1.58,0.028,0.074,2.5,0.4,0.8,[62  2  8  1  1],0.6026575449966799,597.07,0.112
20,3,2.803,0.076,0.155,1.908,3.667,0.6666666666666666,[65  3  6],0.44755744152053367,835.45,0.20129999999999998
21,4,1.55,0.045,0.148,2.651,1.25,1.0,[67  2  2  3],0.4151079163468882,706.84,0.052000000000000005
22,3,2.201,0.019,0.227,2.988,1.0,1.0,[68  3  3],0.33760296233952225,491.81,0.0121
23,5,2.016,0.291,0.196,3.26,9.2,1.0,[24 42  3  3  2],1.044154498753079,335.9,0.2966
24,3,1.839,0.011,0.14,2.3,1.333,1.0,[67  5  2],0.369634155062479,473.01,0.054900000000000004
25,5,2.073,0.205,0.11,3.308,5.8,1.0,[28 36  5  4  1],1.1162167813666597,403.61,0.30229999999999996
26,3,2.838,0.042,0.143,2.728,2.333,0.6666666666666666,[63  7  4],0.5177943330618276,760.83,0.18280000000000002
27,4,2.419,0.123,0.125,2.494,5.0,0.75,[59  5  8  2],0.7007715060802977,453.54,0.2399
28,5,2.176,0.086,0.174,4.276,2.6,0.6,[55  6  3  6  4],0.9156130238932719,409.76,0.12960000000000002
29,4,1.812,0.004,0.106,2.909,0.25,0.75,[62  4  6  2],0.6072494108560149,719.43,0.0792
