,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,3,2.201,0.037,0.213,2.525,3.0,1.0,[67  4  3],0.37764050118148573,686.26,0.04410000000000003
1,5,2.337,0.253,0.183,4.402,7.2,0.8,[19 43  3  5  4],1.13427928980363,268.36,0.3037
2,5,2.246,0.235,0.067,2.125,6.4,1.0,[29  2 41  1  1],0.9081957936689771,460.05,0.39259999999999995
3,3,2.193,0.004,0.057,1.909,0.333,0.6666666666666666,[65  6  3],0.44755744152053367,763.81,0.1663
4,4,1.278,0.014,0.154,2.567,1.5,1.0,[67  2  2  3],0.4151079163468882,429.28,-0.012199999999999989
5,3,2.785,0.278,0.117,2.128,12.333,1.0,[24 48  2],0.7435619200548541,535.36,0.43950000000000006
6,3,2.197,0.011,0.151,2.742,1.333,1.0,[66  4  4],0.417476338302775,531.57,0.07970000000000002
7,4,1.815,0.015,0.067,1.988,1.5,1.0,[64  4  4  2],0.5385898690812235,472.84,0.1295
8,4,1.809,0.008,0.127,3.333,1.0,0.75,[60  4  7  3],0.6807805109447491,445.5,0.06190000000000001
9,4,1.929,0.08,0.137,2.191,3.5,1.0,[65  4  2  3],0.4991666984093022,472.97,0.13590000000000002
10,3,2.185,0.002,0.176,2.996,0.333,1.0,[66  4  4],0.417476338302775,921.84,0.04450000000000001
11,5,2.238,0.363,0.182,4.345,8.6,1.0,[22 44  2  3  3],1.0272374451039672,607.9,0.4048
12,4,2.863,0.365,0.103,1.901,12.25,0.75,[19 51  3  1],0.7937504345675844,591.58,0.5483
13,3,2.411,0.032,0.1,2.636,2.333,0.3333333333333333,[60  8  6],0.6142439731753446,478.2,0.1731
14,3,2.193,0.028,0.089,1.5,0.667,1.0,[70  2  2],0.24775082745153582,568.32,0.1583
15,3,2.193,0.032,0.166,2.621,2.333,1.0,[65  5  4],0.453692937124893,399.55,0.08529999999999999
16,5,2.255,0.089,0.2,3.695,2.2,1.0,[60  2  3  5  4],0.7373735801352465,379.27,0.11449999999999996
17,3,2.596,0.013,0.107,2.844,1.667,0.6666666666666666,[58 12  4],0.6436630411281172,398.6,0.1656
18,5,2.302,0.219,0.135,4.024,5.4,0.8,[28 30  5  6  5],1.3015977462517412,376.58,0.31420000000000003
19,3,2.049,0.0,0.052,2.0,0.0,0.6666666666666666,[65  7  2],0.4345672830997982,793.82,0.1529
20,4,2.936,0.362,0.129,2.632,11.75,0.5,[13 52  2  7],0.8741099524238821,726.23,0.5266
21,5,1.674,0.072,0.191,4.296,2.0,0.8,[56  6  3  5  4],0.8843562368637496,346.06,0.048399999999999985
22,3,3.966,0.327,0.117,1.927,15.0,1.0,[26 45  3],0.7999278108497474,812.08,0.6066
23,5,2.553,0.164,0.116,2.894,4.8,0.6,[54  8  3  3  6],0.9340258851597577,368.55,0.30329999999999996
24,5,1.677,0.053,0.203,3.924,2.4,1.0,[60  4  3  3  4],0.7453799262542532,579.24,0.017699999999999994
25,3,2.205,0.033,0.133,2.596,1.333,1.0,[66  3  5],0.41406185804310336,855.45,0.1205
26,3,3.026,0.054,0.161,2.277,2.333,1.0,[68  2  4],0.3330110964801871,554.87,0.19559999999999997
27,5,2.053,0.19,0.149,3.482,6.0,1.0,[29 34  5  4  2],1.1618151165240727,408.49,0.2463
28,4,3.184,0.335,0.118,2.814,10.0,0.75,[28  7 37  2],1.0349657086467496,406.29,0.5354000000000001
29,4,2.614,0.235,0.136,3.138,8.5,1.0,[43 22  5  4],1.015863661375032,662.76,0.36039999999999994
30,3,2.189,0.006,0.133,2.885,0.667,0.6666666666666666,[63  7  4],0.5177943330618276,742.66,0.09190000000000001
31,3,2.189,0.004,0.139,2.905,0.667,0.6666666666666666,[64  6  4],0.4869806121924549,461.25,0.0839
32,3,2.189,0.03,0.169,2.571,2.0,1.0,[66  4  4],0.417476338302775,914.7,0.0799
33,5,1.313,0.028,0.055,1.5,0.4,1.0,[69  2  1  1  1],0.33731315836186176,388.86,0.1043
34,3,2.825,0.065,0.145,2.4,3.0,1.0,[66  4  4],0.417476338302775,379.06,0.20250000000000004
35,3,2.342,0.0,0.095,2.0,0.0,1.0,[66  4  4],0.417476338302775,776.92,0.13920000000000002
