,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,2,3.414,0.252,0.061,1.663,8.0,0.0,[16 10],0.666278442414676,44.8,0.49153
1,3,3.514,0.468,0.157,2.209,7.333,0.3333333333333333,[14  4  8],0.9839614460010255,30.22,0.55721
2,4,2.737,0.461,0.188,2.378,6.75,0.75,[ 5  2 14  5],1.164732072634001,27.65,0.42074000000000006
3,4,2.462,0.422,0.163,2.598,5.5,0.5,[ 7 12  4  3],1.2472786475858249,33.3,0.39599
4,4,1.964,0.245,0.207,2.339,3.5,0.75,[ 5  2 17  2],0.9894655713535606,36.18,0.09571000000000005
5,2,3.535,0.351,0.057,1.557,9.0,0.0,[16 10],0.666278442414676,44.26,0.60931
6,2,3.605,0.278,0.085,1.694,7.5,0.0,[16 10],0.666278442414676,55.54,0.49655000000000005
7,3,2.738,0.425,0.098,2.043,6.667,0.3333333333333333,[14  3  9],0.9497249735351774,38.47,0.53514
8,3,3.283,0.315,0.154,2.328,6.333,0.0,[ 9  6 11],1.0695416913993134,37.62,0.38612
9,2,3.379,0.256,0.074,1.611,6.5,0.0,[ 9 17],0.6450331516760341,72.22,0.47031999999999996
10,3,3.491,0.502,0.093,1.795,10.0,0.0,[ 6 13  7],1.0382400185693474,39.01,0.69579
11,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,45.06,0.28819
12,3,2.642,0.329,0.192,2.042,6.0,0.3333333333333333,[12  2 12],0.9110175397125628,41.43,0.27256
13,2,3.535,0.377,0.05,1.631,9.0,0.0,[15 11],0.6812657296632041,61.66,0.647
14,2,3.605,0.213,0.15,1.64,5.5,1.0,[21  5],0.4895518936229288,59.4,0.32299999999999995
15,3,3.283,0.324,0.169,2.337,6.0,0.3333333333333333,[ 9  5 12],1.0411315166502328,37.69,0.37007
16,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,46.56,0.28819
17,2,3.379,0.162,0.104,1.642,5.0,0.0,[ 7 19],0.5824922438849605,55.23,0.32622
18,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,61.04,0.28819
19,4,2.462,0.41,0.213,2.792,5.5,0.5,[ 9 10  5  2],1.2490828438192967,39.34,0.30049000000000003
20,2,3.111,0.183,0.098,1.417,5.0,1.0,[22  4],0.4293230219306162,57.56,0.33044000000000007
21,4,3.252,0.532,0.142,2.504,6.75,0.5,[12  5  3  6],1.2614633441368988,35.08,0.6200600000000001
22,3,2.276,0.42,0.058,1.841,7.333,0.3333333333333333,[18  6  2],0.7902679680745903,42.96,0.55074
23,4,3.235,0.508,0.165,2.579,6.75,0.75,[ 5 13  5  3],1.2298443212005086,36.58,0.5559499999999999
24,3,3.283,0.324,0.171,2.322,6.0,0.3333333333333333,[ 8  5 13],1.0262864017672835,40.94,0.36673
25,4,2.589,0.657,0.172,1.933,9.25,0.5,[ 6 13  5  2],1.1993126001115322,36.99,0.6286600000000001
26,4,2.462,0.453,0.176,2.581,6.0,0.25,[11  6  6  3],1.2898735188859796,35.31,0.4052800000000001
27,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,49.51,0.28819
28,3,3.299,0.329,0.16,2.29,6.333,0.3333333333333333,[ 9  5 12],1.0411315166502328,43.62,0.3917
29,2,3.414,0.26,0.069,1.692,7.5,0.5,[20  6],0.5402041423888608,55.69,0.48617000000000005
30,2,3.738,0.223,0.046,1.341,6.0,1.0,[ 5 21],0.4895518936229288,48.53,0.51998
31,2,1.869,0.027,0.128,1.639,1.5,1.0,[23  3],0.3576271598532216,50.64,0.00014000000000000123
32,4,3.155,0.492,0.118,2.298,7.0,0.0,[7 7 6 6],1.3833328565787493,36.04,0.61044
33,2,3.391,0.17,0.147,1.447,5.5,1.0,[ 4 22],0.4293230219306162,62.46,0.26361
34,4,2.749,0.41,0.205,2.65,6.0,0.25,[9 2 7 8],1.2804727328687227,38.29,0.34255
35,3,3.283,0.401,0.121,2.254,7.0,0.0,[ 7  8 11],1.0798753311904068,37.36,0.5272300000000001
36,4,2.737,0.335,0.215,2.717,5.25,0.25,[ 6  2  7 11],1.2529015295346555,37.13,0.24965000000000004
37,3,3.283,0.315,0.154,2.328,6.333,0.0,[ 9  6 11],1.0695416913993134,51.51,0.38612
38,4,3.391,0.483,0.179,3.05,6.5,0.5,[ 8  4 10  4],1.3061066090853948,39.16,0.52317
39,3,2.738,0.287,0.112,1.999,6.333,0.3333333333333333,[13  3 10],0.9632492517543758,41.94,0.37376
40,4,2.713,0.398,0.138,2.375,5.75,0.75,[ 5  5 12  4],1.2789259085493063,36.07,0.43884
41,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,47.77,0.28819
42,3,3.283,0.324,0.169,2.337,6.0,0.3333333333333333,[ 9  5 12],1.0411315166502328,47.18,0.37007
43,2,3.379,0.123,0.123,1.703,4.0,0.0,[ 7 19],0.5824922438849605,64.09,0.25549
44,4,2.462,0.487,0.183,2.509,7.0,0.5,[ 8 12  4  2],1.2047933096947843,44.37,0.42759
45,3,3.299,0.408,0.104,2.206,7.667,0.0,[9 8 9],1.0971128947333808,41.58,0.5642199999999999
46,4,3.104,0.49,0.143,2.661,6.75,0.5,[ 5  4 10  7],1.3258046541761854,36.83,0.56159
47,4,2.754,0.413,0.215,2.566,5.75,0.25,[11  2  7  6],1.2529015295346555,40.26,0.32935
48,2,2.215,0.027,0.128,1.481,1.5,1.0,[23  3],0.3576271598532216,76.2,0.034739999999999965
49,2,3.379,0.15,0.11,1.719,5.0,0.0,[ 9 17],0.6450331516760341,71.15,0.30419999999999997
50,4,2.462,0.399,0.169,2.652,5.25,0.5,[ 8 11  4  3],1.2637352055328415,49.95,0.36297000000000007
51,2,3.414,0.296,0.045,1.636,8.5,0.0,[17  9],0.6450331516760341,63.37,0.56225
52,3,2.819,0.347,0.158,2.103,6.667,0.3333333333333333,[11  3 12],0.96995943555062,44.4,0.36504
53,4,2.462,0.409,0.128,2.591,6.0,0.25,[ 7 10  7  2],1.271370100412454,40.52,0.44144
54,4,3.062,0.475,0.172,2.61,7.25,0.5,[ 4 10  5  7],1.3258046541761854,52.5,0.49396
55,3,3.283,0.352,0.119,2.339,7.0,0.0,[ 9 11  6],1.0695416913993137,51.35,0.48156999999999994
56,4,2.636,0.513,0.108,2.218,7.25,0.5,[ 5 11  6  4],1.307336083298387,46.06,0.5962400000000001
57,2,3.535,0.299,0.053,1.614,8.5,0.0,[13 13],0.6931471805599453,48.65,0.56399
58,4,3.132,0.668,0.124,1.774,8.25,0.5,[ 2 13  3  8],1.1557117223459865,44.65,0.7741200000000001
59,3,3.434,0.447,0.115,2.299,8.667,0.3333333333333333,[15  7  4],0.9585849416984087,54.71,0.59835
60,2,3.414,0.26,0.069,1.642,7.5,1.0,[21  5],0.4895518936229288,59.07,0.48617000000000005
61,4,3.151,0.51,0.142,2.581,6.75,0.5,[10  5  3  8],1.2963884729617137,36.49,0.58796
62,3,3.434,0.454,0.105,2.065,8.667,0.3333333333333333,[14  7  5],1.0036594910918162,47.48,0.6220500000000001
63,4,2.462,0.393,0.215,2.723,5.25,0.5,[9 5 9 3],1.3006708141666061,39.53,0.28015000000000007
64,2,3.662,0.372,0.045,1.49,9.5,0.0,[14 12],0.6901856760188042,49.38,0.6630499999999999
65,2,3.535,0.271,0.078,1.673,7.0,0.0,[12 14],0.6901856760188042,71.13,0.49424000000000007
66,4,3.155,0.551,0.008,1.927,7.75,0.25,[9 6 2 9],1.2701390930776295,43.27,0.85314
67,4,2.737,0.335,0.215,2.717,5.25,0.25,[ 6  2  7 11],1.2529015295346555,48.6,0.24965000000000004
68,2,3.391,0.124,0.094,1.451,4.0,1.0,[ 4 22],0.4293230219306162,68.02,0.30612000000000006
69,2,3.605,0.243,0.126,1.611,6.5,0.5,[20  6],0.5402041423888608,57.74,0.39308
70,3,3.491,0.333,0.186,2.331,5.667,0.3333333333333333,[ 8  4 14],0.9839614460010255,51.93,0.37148000000000003
71,4,3.267,0.494,0.137,2.596,6.75,0.0,[7 6 6 7],1.3833328565787495,41.28,0.5919099999999999
72,3,3.283,0.324,0.169,2.337,6.0,0.3333333333333333,[ 9  5 12],1.0411315166502328,46.67,0.37007
73,4,2.462,0.39,0.153,2.63,5.5,0.25,[9 6 9 2],1.2701390930776295,42.45,0.3806900000000001
74,2,3.605,0.283,0.089,1.668,8.0,0.0,[17  9],0.6450331516760341,56.71,0.49487
75,4,2.618,0.468,0.203,2.554,6.0,0.25,[ 7  7 10  2],1.2713701004124538,44.13,0.39078999999999997
76,2,3.414,0.296,0.05,1.643,8.5,0.0,[18  8],0.6172417697303416,87.0,0.5539000000000001
77,3,3.466,0.42,0.102,2.161,8.333,0.0,[11  8  7],1.0798753311904068,51.67,0.59626
78,4,2.077,0.345,0.288,2.462,4.5,0.75,[16  2  5  3],1.0622988324395122,48.39,0.07174000000000003
79,2,3.605,0.328,0.048,1.439,10.5,0.0,[16 10],0.666278442414676,52.43,0.60834
80,4,1.964,0.229,0.246,2.496,3.5,0.5,[ 6  2 15  3],1.1021949588281859,44.02,0.014580000000000037
81,3,3.283,0.324,0.171,2.322,6.0,0.3333333333333333,[ 8  5 13],1.0262864017672835,51.8,0.36673
82,3,3.283,0.315,0.154,2.328,6.333,0.0,[ 9  6 11],1.0695416913993134,52.46,0.38612
83,4,1.69,0.166,0.188,2.331,3.0,0.5,[ 8 15  2  1],1.0026127029794925,44.13,0.02104000000000003
84,2,3.605,0.294,0.081,1.593,8.5,0.0,[18  8],0.6172417697303416,67.06,0.51923
85,3,2.77,0.34,0.193,2.046,6.333,0.3333333333333333,[13  2 11],0.9078086915252535,45.02,0.29469000000000006
86,3,3.283,0.437,0.125,2.164,7.667,0.0,[13  6  7],1.0382400185693474,31.53,0.55655
87,2,3.535,0.304,0.044,1.598,9.0,0.0,[13 13],0.6931471805599453,56.55,0.58402
88,2,3.414,0.243,0.064,1.675,8.0,0.0,[16 10],0.666278442414676,57.28,0.47752000000000006
89,2,2.418,0.063,0.222,1.39,2.0,1.0,[24  2],0.2711893730418441,57.59,-0.06594
90,3,3.408,0.459,0.104,2.089,7.667,0.0,[10  7  9],1.088010262277112,40.13,0.62612
91,2,3.605,0.286,0.078,1.509,9.0,0.5,[20  6],0.5402041423888608,56.55,0.51624
92,2,2.418,0.063,0.222,1.39,2.0,1.0,[24  2],0.2711893730418441,51.51,-0.06594
93,4,2.438,0.382,0.077,1.771,6.0,0.5,[12  8  5  1],1.1618810882882054,32.5,0.49721000000000004
94,4,2.955,0.462,0.115,2.294,6.75,0.25,[ 7 10  6  3],1.3083420897637779,31.0,0.56545
95,4,3.235,0.56,0.108,2.245,8.0,0.25,[4 9 7 6],1.3468609034345183,29.97,0.7031400000000001
96,4,3.132,0.582,0.163,2.001,7.5,0.5,[ 2 12  7  5],1.2244913547855747,30.06,0.6229899999999999
97,3,3.2,0.54,0.077,1.623,9.667,0.3333333333333333,[10 11  5],1.0484854421409808,32.15,0.7314100000000001
98,4,2.529,0.575,0.114,2.316,8.25,0.5,[ 6 12  5  3],1.2614633441368988,27.87,0.63752
99,2,3.379,0.139,0.113,1.695,4.5,0.0,[ 8 18],0.6172417697303416,35.6,0.28819
