,Partitions,BCS[-],ICP[-],SM[+],MQ[+],IFN[-],NED[-],ClassSizes,Entropy[+],WC_time[-],Loss[-]
0,3,2.407,0.004,0.112,2.667,0.667,0.6666666666666666,[64  4  6],0.48698061219245503,640.85,0.13269999999999998
1,5,2.166,0.069,0.17,4.599,1.8,0.6,[52  7  3  7  5],1.006086148863853,261.18,0.11559999999999998
2,4,2.468,0.062,0.109,3.341,2.75,0.75,[52 13  4  5],0.8932356064489769,387.71,0.19979999999999998
3,3,2.564,0.01,0.008,0.996,1.333,0.6666666666666666,[66  6  2],0.4033344965794089,813.8,0.2584
4,3,3.248,0.075,0.081,2.586,3.667,0.3333333333333333,[55  7 12],0.7386113630875604,560.13,0.31880000000000003
5,5,2.755,0.259,0.142,3.203,6.6,1.0,[30 35  3  3  3],1.1100027391500196,336.91,0.39249999999999996
6,4,2.05,0.018,0.104,2.988,0.75,0.75,[63  3  6  2],0.5682519066479657,547.04,0.119
7,4,2.446,0.091,0.072,1.855,3.25,1.0,[65  3  4  2],0.49916669840930217,530.22,0.2636
8,4,1.821,0.046,0.185,3.45,1.5,1.0,[62  3  4  5],0.6179767723197094,460.83,0.04309999999999997
9,4,2.547,0.066,0.157,2.606,3.0,1.0,[65  2  4  3],0.4991666984093022,474.11,0.16370000000000004
10,5,2.513,0.15,0.151,2.22,3.8,1.0,[63  3  3  2  3],0.6244530293960693,681.52,0.25029999999999997
11,3,2.189,0.006,0.202,2.992,0.667,1.0,[67  4  3],0.37764050118148573,359.23,0.022900000000000004
12,3,3.435,0.082,0.131,1.829,3.667,1.0,[69  2  3],0.29277482233477625,522.76,0.29450000000000004
13,5,3.213,0.485,0.027,1.671,12.6,0.8,[17 52  3  1  1],0.8321037812961396,580.23,0.7793
14,4,1.916,0.012,0.093,2.738,1.25,1.0,[63  5  4  2],0.574387402252325,479.95,0.11059999999999999
15,4,1.654,0.039,0.182,2.796,1.5,1.0,[67  2  3  2],0.41510791634688815,666.14,0.022400000000000003
16,5,2.251,0.261,0.129,4.185,6.8,0.8,[34 28  3  6  3],1.1886567868631943,331.31,0.3571
17,4,2.952,0.176,0.176,2.926,6.0,1.0,[31 37  3  3],0.9709672575435686,335.63,0.2952
18,4,2.165,0.064,0.176,3.127,2.5,0.75,[62  6  4  2],0.6072494108560149,481.02,0.10450000000000001
19,5,1.674,0.073,0.117,3.339,2.4,1.0,[61  3  3  3  4],0.7068219343249192,489.16,0.12339999999999998
20,5,1.739,0.089,0.231,3.324,2.8,1.0,[64  3  3  2  2],0.5806491501059611,351.25,0.031899999999999984
21,5,2.467,0.254,0.126,2.751,9.4,1.0,[24 41  3  3  3],1.082210265349571,370.83,0.37470000000000003
22,3,2.873,0.069,0.108,2.706,3.333,0.6666666666666666,[55 15  4],0.7017778547068911,378.25,0.24830000000000002
23,5,3.056,0.365,0.157,2.786,10.0,0.8,[19 45  5  3  2],1.0611803170809067,357.99,0.5136
24,5,3.083,0.217,0.164,3.592,7.0,0.8,[22  7 40  2  3],1.1437730065967129,331.44,0.3613
